Source,Target
0,1
0,9
1,2
1,10
2,3
2,11
3,12
4,5
4,15
5,6
5,16
6,17
7,8
7,18
8,19
9,10
9,17
9,24
10,11
10,25
11,12
11,26
12,27
13,14
13,21
13,33
14,15
14,34
15,16
15,36
16,17
16,37
17,22
18,19
18,28
19,20
19,30
20,21
20,31
21,32
22,23
22,37
22,38
23,24
23,39
24,25
24,40
25,26
26,27
26,41
27,42
28,29
28,57
29,30
29,58
30,31
30,59
31,32
31,55
32,33
32,56
33,34
33,53
34,35
34,54
35,36
35,51
36,37
36,43
37,44
38,39
38,50
39,40
40,41
40,45
41,42
41,46
42,47
43,44
43,52
44,48
45,46
45,50
45,65
46,47
46,66
48,49
48,52
49,50
49,60
50,61
51,52
51,54
51,72
52,62
53,54
53,56
53,67
54,68
55,56
55,59
55,81
56,82
57,58
57,69
58,59
58,70
59,71
60,61
60,63
61,64
62,63
62,73
63,64
64,65
64,74
65,66
65,75
66,77
67,68
67,78
68,79
69,70
70,71
71,80
72,73
72,79
73,74
73,88
74,75
74,86
75,76
75,83
76,77
76,84
77,85
78,79
78,82
79,87
80,81
81,82
83,84
83,86
84,85
84,89
85,90
86,88
87,88
87,91
88,92
89,90
89,93
90,94
91,92
93,94
