Source,Target
0,1
0,5
0,31
1,2
1,32
2,33
3,4
3,6
3,28
4,5
4,29
5,30
6,9
6,47
7,8
7,12
7,44
8,9
8,45
9,46
10,11
10,15
10,41
11,12
11,42
12,43
13,14
13,18
13,38
14,15
14,39
15,40
16,17
16,19
16,35
17,18
17,26
18,27
19,22
19,34
20,21
20,23
21,22
21,24
22,25
23,24
23,48
24,25
24,49
25,50
26,27
26,36
27,37
28,29
28,47
28,67
29,30
29,68
30,31
30,69
31,32
31,70
32,33
32,71
33,72
34,35
34,50
34,53
35,36
35,54
36,37
36,55
37,38
37,56
38,39
38,57
39,40
39,58
40,41
40,59
41,42
41,60
42,43
42,61
43,44
43,62
44,45
44,63
45,46
45,64
46,47
46,65
47,66
48,49
48,51
49,50
51,52
51,81
52,53
52,82
53,54
53,83
54,55
54,84
55,56
55,85
56,57
56,86
57,58
57,87
58,59
58,88
59,60
59,89
60,61
60,90
61,62
61,91
62,63
62,92
63,64
63,93
64,65
64,94
65,66
65,95
66,67
66,96
67,68
67,74
68,69
68,75
69,70
69,76
70,71
70,77
71,72
71,78
72,73
72,79
73,80
74,75
74,96
75,76
76,77
77,78
78,79
79,80
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
91,92
92,93
93,94
94,95
95,96
