Source,Target
0,1
0,5
0,73
0,7
1,2
1,74
1,76
2,3
2,77
2,78
3,104
3,79
3,80
4,5
4,70
4,107
4,13
5,72
5,6
6,7
6,14
7,76
7,22
8,9
8,92
8,91
9,93
9,103
10,111
10,96
11,12
11,65
11,67
11,18
12,13
12,70
12,19
13,14
13,20
14,21
15,16
15,91
15,93
15,38
16,94
16,39
17,18
17,95
17,65
17,29
18,19
18,30
19,20
19,31
20,21
20,32
21,22
21,33
22,23
22,44
23,24
23,76
23,45
24,25
24,78
24,46
25,26
25,80
25,47
26,27
26,82
26,48
27,28
27,85
27,49
28,87
28,34
29,30
29,97
30,31
30,40
31,32
31,41
32,33
32,42
33,43
34,35
34,50
35,36
35,89
35,60
36,37
36,90
36,61
37,38
37,91
37,62
38,39
38,63
39,64
40,41
40,99
40,100
41,42
41,69
42,43
42,51
43,44
43,52
44,45
44,53
45,46
45,54
46,47
46,55
47,48
47,56
48,49
48,57
49,50
49,58
50,59
51,52
51,69
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
65,111
65,110
65,67
66,68
66,109
67,68
67,70
68,109
68,110
69,100
70,109
71,107
71,109
72,73
72,106
72,107
73,74
73,75
73,106
74,75
74,101
76,78
77,79
77,101
78,80
79,102
80,82
81,104
81,82
81,83
81,84
82,85
83,84
83,86
84,85
84,86
85,87
86,87
86,88
87,89
88,89
88,105
89,90
90,105
90,91
92,103
92,105
93,94
93,103
95,98
95,97
95,111
96,98
96,111
97,99
98,111
99,100
102,104
107,108
108,109
110,111
