Source,Target
0,1
0,15
1,2
1,6
2,3
2,7
3,4
3,8
4,5
4,9
5,10
6,7
6,15
6,18
7,8
7,19
8,9
8,20
9,10
9,21
10,11
10,16
11,12
11,17
12,39
13,14
13,41
14,15
14,22
15,23
16,17
16,28
17,29
18,19
18,24
19,20
19,25
20,21
20,26
21,27
22,23
22,30
23,31
24,25
24,32
25,26
25,33
26,27
26,34
27,35
28,29
28,37
29,38
30,31
30,42
31,43
32,33
32,40
33,34
33,47
34,35
34,44
35,36
36,37
36,45
37,38
37,48
38,39
38,49
39,67
40,43
40,46
41,42
41,69
42,43
42,50
43,51
44,45
44,52
45,53
46,47
46,54
47,55
48,49
48,56
49,57
50,51
50,58
51,59
52,53
52,60
53,61
54,55
54,62
55,63
56,57
56,65
57,66
58,59
58,70
59,71
60,61
60,74
61,64
62,63
62,68
63,73
64,65
64,75
65,66
65,76
66,67
66,77
67,86
68,71
68,72
69,70
69,87
70,71
70,78
71,79
72,73
72,80
73,74
73,81
74,75
74,82
75,83
76,77
76,84
77,85
78,79
78,88
79,89
80,81
80,90
81,82
81,91
82,83
82,92
83,93
84,85
84,98
85,86
85,94
86,95
87,88
87,101
88,89
88,102
89,103
90,91
90,99
91,92
91,100
92,93
92,96
93,97
94,95
94,98
96,97
96,100
96,107
97,98
97,108
98,109
99,100
99,103
99,105
100,106
101,102
102,103
103,104
104,105
105,106
106,107
107,108
108,109
