x,y,column
1252,159,1
1173,159,0
1120,159,1
1060,159,1
990,159,1
930,159,0
869,159,0
809,159,1
750,159,0
689,159,0
629,159,1
570,159,0
508,159,0
449,159,1
389,159,0
328,159,0
269,159,1
209,159,1
149,159,0
88,159,0
27,159,1
1252,245,0
1203,245,0
1173,245,0
1120,245,0
1252,294,1
1203,294,0
1173,294,0
1120,294,1
1060,294,1
990,294,1
930,294,0
869,294,0
809,294,1
750,294,0
689,294,0
629,294,1
570,294,0
508,294,0
449,294,1
389,294,0
328,294,0
269,294,1
209,294,1
149,294,0
88,294,0
27,294,1
1252,339,1
1203,339,0
1173,339,0
1120,339,1
1060,339,1
990,339,1
930,339,0
869,339,0
809,339,1
750,339,0
689,339,0
629,339,1
570,339,0
508,339,0
449,339,1
389,339,0
328,339,0
269,339,1
209,339,1
149,339,0
88,339,0
27,339,1
1252,387,0
1203,387,0
1173,387,0
1120,387,0
1252,474,1
1173,474,0
1120,474,1
1060,474,1
990,474,1
930,474,0
869,474,0
809,474,1
750,474,0
689,474,0
629,474,1
570,474,0
508,474,0
449,474,1
389,474,0
328,474,0
269,474,1
209,474,1
149,474,0
88,474,0
27,474,1
