Source,Target
0,1
0,11
1,2
1,12
2,3
2,13
3,4
3,14
4,5
4,15
5,6
5,16
6,7
6,17
7,8
7,18
8,9
8,19
9,10
9,20
10,21
11,12
11,22
12,13
12,23
13,14
13,24
14,15
14,25
15,16
15,26
16,17
16,27
17,18
17,28
18,19
18,29
19,20
19,30
20,21
20,31
21,32
22,23
22,33
23,24
23,34
24,25
24,36
25,26
25,38
26,27
26,41
27,28
27,43
28,29
28,45
29,30
29,49
30,31
30,50
31,32
31,52
32,53
33,34
33,83
34,35
35,36
35,85
36,37
36,86
37,38
37,64
38,39
39,40
39,66
40,41
40,54
41,42
41,55
42,43
42,69
43,44
44,45
44,56
45,46
45,57
46,47
46,58
47,48
47,59
48,49
48,60
49,50
49,61
50,51
50,63
51,52
51,80
52,53
53,82
54,55
54,67
55,68
56,57
56,75
57,58
57,76
58,59
59,60
60,61
61,62
61,77
62,63
62,78
63,79
64,65
64,70
65,66
65,71
66,67
67,68
68,69
68,72
69,73
70,71
70,86
71,72
71,90
72,73
72,91
73,74
74,75
74,92
75,76
76,77
76,93
77,78
77,94
78,79
79,80
79,95
80,81
81,82
81,96
82,97
83,84
83,87
84,85
84,88
85,86
86,89
87,88
87,98
88,89
88,99
89,90
89,100
90,91
90,101
91,92
91,102
92,93
92,103
93,94
93,104
94,95
94,105
95,96
95,106
96,97
96,107
97,108
98,99
98,109
99,100
99,110
100,101
100,111
101,102
101,112
102,103
102,113
103,104
103,114
104,105
104,115
105,106
105,116
106,107
106,117
107,108
107,118
108,119
109,110
110,111
111,112
112,113
113,114
114,115
115,116
116,117
117,118
118,119
