Source,Target
0,19
0,17
0,18
1,15
1,19
1,20
2,3
2,16
2,14
3,11
3,13
4,5
4,10
4,8
5,6
5,8
5,21
6,7
7,22
8,10
8,23
9,10
9,12
9,30
10,31
11,12
11,13
11,32
12,33
13,14
13,24
14,16
14,36
15,16
15,20
15,41
16,42
17,18
17,37
18,19
18,38
19,20
19,39
20,25
21,22
21,27
22,29
23,27
23,31
23,26
24,32
24,36
24,34
25,41
25,39
25,40
26,27
26,31
26,45
27,28
27,43
28,29
29,44
30,31
30,33
30,46
31,47
32,33
32,34
32,48
33,49
34,36
34,50
35,36
35,42
35,51
36,42
36,51
37,38
37,52
38,39
38,53
39,40
39,54
40,41
40,55
41,42
41,56
42,57
43,44
43,45
43,61
44,63
45,47
45,59
46,47
46,49
46,68
47,69
48,49
48,50
48,65
49,66
50,51
50,73
51,57
51,71
52,53
52,74
53,54
53,75
54,55
54,76
55,56
55,77
56,57
56,79
57,80
58,59
58,69
58,85
59,60
59,86
60,61
60,81
61,62
61,82
62,63
62,83
63,84
64,65
64,73
64,90
65,66
65,91
66,67
66,92
67,68
67,87
68,69
68,88
69,89
70,71
70,80
70,95
71,72
71,96
72,73
72,93
73,94
74,75
75,76
76,77
77,78
77,97
78,79
78,98
79,80
79,99
80,100
81,82
81,86
82,83
82,102
83,84
84,103
85,86
85,89
86,101
87,88
87,92
88,89
88,108
89,109
90,91
90,94
91,92
91,106
92,107
93,94
93,96
94,105
95,96
95,100
96,104
97,98
97,110
98,99
99,100
99,111
100,112
101,102
101,109
101,115
102,103
102,113
103,114
104,105
104,112
104,121
105,106
105,120
106,107
106,118
107,108
107,119
108,109
108,116
109,117
110,111
110,122
111,112
111,123
112,124
113,114
113,115
115,117
116,117
116,119
118,119
118,120
120,121
121,124
122,123
123,124
