x,y,column
533,19,1
414,19,1
869,19,1
750,19,1
1019,58,1
909,58,0
869,58,1
750,58,1
677,58,1
614,58,1
533,58,1
414,58,1
375,58,0
265,58,1
614,94,0
586,94,0
533,94,1
265,126,1
207,126,1
750,126,0
677,126,0
1076,126,1
1019,126,1
414,151,1
375,151,0
265,151,1
1019,151,1
909,151,0
869,151,1
446,189,1
414,189,1
375,189,0
309,189,0
265,189,0
207,189,1
750,189,0
677,189,1
1076,189,1
1019,189,0
973,189,0
909,189,0
869,189,1
838,189,1
614,230,1
586,230,0
533,230,1
750,230,1
677,230,0
909,269,0
838,269,0
790,269,0
750,269,1
677,269,0
614,269,1
533,269,1
493,269,0
446,269,0
375,269,0
375,285,1
309,285,0
207,285,1
1076,285,1
973,285,0
909,285,1
807,310,0
790,310,0
750,310,1
694,310,1
586,310,1
533,310,1
493,310,0
475,310,0
446,310,0
375,310,1
909,310,1
838,310,0
853,310,0
533,363,1
493,363,0
475,363,0
375,363,1
694,363,0
641,363,1
586,363,0
909,363,1
807,363,0
790,363,0
750,363,1
750,397,1
694,397,0
641,397,1
586,397,0
533,397,1
533,452,1
475,452,0
446,452,1
375,452,1
335,452,1
949,452,1
909,452,1
838,452,1
807,452,0
750,452,1
949,568,1
838,568,1
750,568,1
641,568,1
533,568,1
446,568,1
335,568,1
750,619,1
641,619,1
533,619,1
838,293,0
