Source,Target
0,1
0,15
1,2
1,16
2,3
2,17
3,4
3,18
4,5
4,19
5,6
5,20
6,7
6,21
7,8
7,22
8,9
8,23
9,10
9,24
10,25
11,12
11,27
12,13
12,29
13,14
13,30
14,15
14,31
15,16
15,32
16,17
16,33
17,18
17,34
18,19
18,35
19,20
19,36
20,21
20,37
21,22
21,38
22,23
22,39
23,24
23,40
24,25
24,41
25,26
26,43
27,28
27,55
28,29
28,56
29,30
29,57
30,31
30,58
31,32
31,59
32,33
32,60
33,34
33,46
34,35
34,47
35,36
35,48
36,37
36,49
37,38
37,50
38,39
38,51
39,40
39,52
40,41
40,53
41,42
41,54
42,43
42,44
43,45
44,45
44,54
44,63
45,64
46,47
46,62
47,48
48,49
49,50
50,51
51,52
52,53
53,54
53,93
54,94
55,56
55,68
56,57
56,69
57,58
58,59
59,60
60,61
60,65
61,62
61,66
62,67
63,64
63,70
64,71
65,66
65,72
66,67
66,73
67,74
68,69
68,75
69,76
70,71
70,84
71,85
72,73
72,81
73,74
73,82
74,83
75,76
75,77
76,78
77,78
77,95
78,79
78,96
79,80
79,97
80,81
80,98
81,82
81,99
82,83
83,86
84,85
84,94
84,109
85,110
86,87
86,100
87,88
87,101
88,89
88,102
89,90
89,103
90,91
90,104
91,92
91,105
92,93
92,106
93,94
93,107
94,108
95,96
96,97
97,98
98,99
99,100
100,101
101,102
102,103
103,104
104,105
105,106
106,107
107,108
108,109
109,110
