Source,Target
0,1
0,6
1,2
1,7
2,3
2,8
3,4
3,9
4,5
4,10
5,11
6,7
6,20
7,8
7,21
8,9
8,22
9,10
9,23
10,11
10,24
11,25
12,13
12,16
13,14
13,17
14,15
14,18
15,19
16,17
16,27
17,18
17,28
18,19
18,29
19,20
19,30
20,21
20,31
21,22
21,32
22,23
22,33
23,24
23,34
24,25
24,35
25,36
26,27
26,46
27,28
27,47
28,29
28,41
29,30
30,31
31,32
32,33
32,37
33,34
33,38
34,35
34,39
35,36
35,40
37,38
37,42
38,39
38,43
39,40
39,44
40,45
41,42
41,48
42,43
42,51
43,44
43,52
44,45
44,53
45,54
46,47
46,55
47,48
47,56
48,49
49,50
49,57
50,51
50,58
51,52
51,59
52,53
52,61
53,54
53,62
54,63
55,56
55,64
56,57
56,65
57,58
57,66
58,59
58,67
59,60
59,68
60,61
60,69
61,62
61,70
62,63
62,71
63,72
64,65
64,73
65,66
65,74
66,67
66,75
67,68
67,76
68,69
68,77
69,70
69,78
70,71
71,72
73,74
74,75
75,76
76,77
77,78
