Source,Target
0,1
0,10
1,2
1,11
2,3
2,8
3,4
3,5
4,6
5,6
5,8
5,12
6,7
6,13
7,14
8,11
8,22
9,10
9,15
10,11
10,17
11,18
12,13
12,23
13,14
14,25
15,16
16,17
16,19
17,18
17,20
18,21
19,20
19,32
20,21
21,22
21,33
22,23
22,34
23,24
23,35
24,25
24,29
26,27
26,42
27,28
27,43
28,49
29,35
29,40
30,31
30,50
31,32
32,33
33,34
33,36
34,35
34,37
35,39
36,37
36,53
37,38
37,54
38,39
38,64
39,40
39,44
40,41
40,45
41,42
41,46
42,43
42,47
44,45
44,65
45,46
45,55
46,47
46,56
47,48
48,49
48,68
49,69
50,51
50,59
51,52
52,53
52,58
53,54
53,62
54,63
55,56
55,66
56,67
57,58
57,60
58,61
59,60
60,61
61,62
62,63
63,64
63,70
64,65
65,66
65,72
66,67
66,73
67,68
67,75
68,69
68,77
69,78
70,71
70,80
71,72
71,81
72,73
72,82
73,74
74,75
74,89
75,76
75,90
76,77
76,83
77,78
77,85
78,86
79,80
79,92
80,81
80,93
81,82
83,84
83,87
84,85
84,88
85,86
86,97
87,88
87,91
88,96
89,90
89,94
89,100
90,91
91,95
92,93
93,94
93,98
94,99
95,96
96,97
98,99
99,100
