x,y,column
1241,54,1
1038,54,1
968,54,0
843,54,1
452,54,1
326,54,0
256,54,1
55,54,1
452,139,0
326,139,0
256,139,0
55,139,0
1241,139,1
1038,139,1
968,139,0
843,139,0
55,209,1
452,209,0
326,209,0
256,209,1
1241,227,0
1038,227,0
968,227,0
843,227,0
452,310,1
326,310,0
256,310,1
55,310,1
1241,310,1
1038,310,1
968,310,0
843,310,1
452,397,0
326,397,0
256,397,0
55,397,0
1241,397,0
1038,397,0
968,397,0
843,397,0
1241,484,1
1038,484,1
968,484,0
843,484,1
452,484,1
326,484,0
256,484,1
55,484,1
1241,598,1
1038,598,1
968,598,0
843,598,1
452,598,1
326,598,0
256,598,1
55,598,1
