x,y,column
1066,35,1
1045,35,1
982,35,0
904,35,1
819,35,0
741,35,1
670,35,1
591,35,1
506,35,1
437,35,0
360,35,1
279,35,0
216,35,1
196,35,1
1216,57,1
1138,57,0
1066,57,1
1045,57,1
982,57,0
904,57,1
819,57,0
741,57,1
670,57,1
591,57,1
506,57,1
437,57,0
360,57,1
279,57,0
216,57,1
196,57,1
123,57,0
46,57,1
1216,124,1
1138,124,0
1066,124,0
982,124,0
904,124,0
819,124,0
741,124,0
670,124,0
591,124,0
506,124,0
437,124,0
360,124,0
279,124,0
196,124,0
123,124,0
46,124,1
196,201,0
123,201,0
46,201,1
25,201,1
1235,201,1
1216,201,1
1138,201,0
1066,201,0
1235,268,1
1216,268,1
1138,268,0
1082,268,1
1066,268,1
1021,268,1
982,268,0
904,268,0
869,268,1
819,268,1
741,268,0
670,268,1
621,268,1
591,268,0
554,268,1
506,268,1
437,268,0
401,268,0
360,268,0
319,268,1
279,268,0
240,268,1
196,268,1
178,268,1
123,268,0
46,268,1
25,268,1
319,319,1
240,319,0
1021,319,1
982,319,0
869,319,1
819,319,1
741,319,0
670,319,1
621,319,1
554,319,1
506,319,1
1235,369,1
1216,369,1
1138,369,0
1082,369,1
1066,369,1
1021,369,1
904,369,1
869,369,1
819,369,1
741,369,0
670,369,1
621,369,1
554,369,1
506,369,1
360,369,1
319,369,1
279,369,1
240,369,1
196,369,1
178,369,1
123,369,0
46,369,1
25,369,1
1235,432,1
1216,432,1
1138,432,0
1066,432,0
982,432,0
904,432,0
819,432,0
741,432,0
670,432,0
591,432,0
506,432,0
437,432,0
360,432,0
279,432,0
196,432,0
123,432,0
46,432,1
25,432,1
1216,510,1
1138,510,0
1066,510,0
982,510,0
904,510,0
819,510,0
741,510,0
670,510,0
591,510,0
506,510,0
437,510,0
360,510,0
279,510,0
196,510,0
123,510,0
46,510,1
1216,577,1
1138,577,0
1066,577,1
1045,577,1
982,577,0
904,577,1
819,577,0
741,577,1
670,577,1
591,577,1
506,577,1
437,577,0
360,577,1
279,577,0
216,577,1
196,577,1
123,577,0
46,577,1
1066,599,1
1045,599,1
982,599,0
904,599,1
819,599,0
741,599,1
670,599,1
591,599,1
506,599,1
437,599,0
360,599,1
279,599,0
216,599,1
196,599,1
