Source,Target
0,1
0,47
1,7
1,46
2,3
2,12
2,17
3,4
3,18
4,5
4,19
5,6
5,20
6,7
6,21
7,45
8,9
8,15
8,29
9,10
9,30
10,11
10,25
11,12
11,26
12,16
13,14
13,32
14,15
14,33
15,28
16,17
16,27
17,18
17,40
18,19
18,41
19,22
20,21
20,23
21,24
22,23
22,42
23,24
23,43
24,44
25,26
25,37
26,27
26,38
27,39
28,29
29,30
30,36
31,32
31,50
32,33
33,34
33,51
34,35
34,52
35,36
35,48
36,37
36,49
37,38
38,39
39,40
39,55
40,41
41,42
42,43
42,56
43,44
44,45
45,46
45,57
46,47
48,49
48,53
49,54
50,51
50,58
51,52
51,59
52,53
53,54
54,55
54,60
55,56
55,61
56,57
56,62
57,63
58,59
58,66
59,60
59,67
60,61
60,68
61,62
61,69
62,63
62,64
63,65
64,65
64,69
64,74
65,75
66,67
66,70
67,68
67,71
68,69
68,72
69,73
70,71
70,78
71,72
71,79
72,73
72,80
73,74
73,81
74,75
74,76
75,77
76,77
76,81
76,86
77,87
78,79
78,82
79,80
79,83
80,81
80,84
81,85
82,83
82,88
83,84
83,89
84,85
84,90
85,86
85,91
86,87
86,92
87,93
88,89
88,94
89,90
89,95
90,91
90,97
91,92
91,98
92,93
92,99
93,100
94,95
94,103
95,96
95,104
96,97
96,105
97,98
97,106
98,99
98,107
99,100
99,101
100,102
101,102
103,104
104,105
105,106
106,107
