Source,Target
0,1
0,12
1,2
1,11
2,3
2,10
3,7
3,9
4,5
4,13
5,6
5,15
6,7
6,17
7,8
8,9
8,18
9,10
9,20
10,11
10,21
11,12
11,22
12,23
13,14
13,28
14,15
14,29
15,16
15,30
16,17
16,31
17,18
18,19
19,20
19,32
20,21
20,27
21,22
21,26
22,23
22,25
23,24
24,25
24,38
25,26
25,37
26,27
26,36
27,32
27,35
28,29
28,33
29,30
30,31
31,32
32,34
33,34
33,39
34,35
34,40
35,36
35,41
36,37
36,42
37,38
37,43
38,44
39,40
39,48
40,41
40,49
41,42
41,50
42,43
42,47
43,44
43,46
44,45
45,46
45,55
46,47
46,54
47,50
47,53
48,49
49,50
49,51
50,52
51,52
51,56
52,53
52,57
53,54
53,58
54,55
54,59
55,60
56,57
56,61
57,58
57,62
58,59
58,63
59,60
59,64
60,65
61,62
62,63
63,64
64,65
