Source,Target
0,1
0,7
1,2
1,8
2,3
2,9
3,4
3,10
4,5
4,11
5,6
5,12
6,13
7,8
7,14
8,9
9,10
9,16
10,11
10,17
11,12
11,19
12,13
13,20
14,15
14,21
15,16
15,22
16,17
16,23
17,18
18,19
18,24
19,20
19,28
20,29
21,22
21,60
22,23
22,25
23,24
23,26
24,27
25,26
25,60
25,30
26,27
26,31
27,28
27,32
28,29
28,37
29,38
30,31
30,33
30,35
31,32
32,36
33,60
33,61
34,102
35,36
35,61
35,55
36,37
36,52
37,38
37,46
38,49
39,62
39,65
40,66
40,58
41,101
41,103
42,103
42,102
43,44
43,80
44,73
44,82
45,56
45,57
46,49
46,52
46,47
47,48
47,50
47,53
48,51
48,54
49,50
50,51
52,53
52,55
53,54
53,56
54,57
55,56
55,62
56,58
57,59
58,59
58,62
59,67
60,61
60,63
61,62
61,64
63,64
63,70
64,65
64,71
65,66
65,72
66,67
66,68
67,69
68,69
68,72
68,76
69,77
70,71
70,73
71,72
71,74
72,75
73,74
74,75
74,80
75,76
75,81
76,77
76,78
77,79
78,79
78,81
78,85
79,86
80,81
80,83
81,84
82,83
82,90
83,84
83,91
84,85
84,92
85,86
85,87
86,89
87,88
87,92
87,94
88,95
88,89
89,96
90,91
90,97
91,92
91,98
92,93
93,99
93,94
94,100
94,95
95,101
95,96
97,98
98,99
98,102
99,100
100,101
100,103
