x,y,column
1239,64,1
1123,64,0
986,64,1
905,64,0
813,64,0
743,64,1
487,64,1
1239,99,0
1123,99,0
986,99,0
743,152,1
641,152,0
565,152,0
487,152,1
259,152,0
32,152,1
487,226,0
259,226,0
32,226,0
641,226,0
565,226,0
905,226,0
813,226,0
743,226,0
1239,226,0
1123,226,0
985,226,0
1239,313,1
1154,313,0
1123,313,0
1071,313,0
986,313,1
905,313,0
813,313,0
743,313,1
641,313,0
565,313,0
487,313,1
259,313,0
32,313,1
1239,398,0
1154,398,0
1071,398,0
905,398,0
813,398,0
743,398,0
1239,484,0
1154,484,0
1071,484,0
905,484,0
813,484,0
743,484,0
1239,570,1
1154,570,0
1071,570,0
905,570,0
813,570,0
743,570,1
641,570,0
565,570,0
487,570,1
32,570,1
