x,y,column
189,54,1
173,54,1
259,54,0
577,54,0
448,54,1
333,54,0
1097,54,1
991,54,0
884,54,0
810,54,1
713,54,0
333,147,0
259,147,0
189,147,0
173,147,0
448,147,0
647,147,0
577,147,0
884,147,0
810,147,0
713,147,0
1094,147,0
991,147,0
333,234,0
259,234,0
189,234,0
173,234,0
1097,234,0
991,234,0
884,234,0
810,234,0
713,234,0
647,234,0
577,234,0
448,234,0
259,318,0
189,318,1
173,318,1
884,318,0
810,318,1
713,318,0
647,318,0
577,318,0
448,318,1
333,318,0
1097,318,1
991,318,0
189,423,0
173,423,0
259,423,0
1097,423,1
810,423,1
713,423,0
647,423,0
448,423,1
333,423,0
333,526,0
259,526,0
189,526,0
173,526,0
1097,526,0
810,526,0
448,526,0
448,584,1
333,584,0
259,584,0
189,584,1
173,584,1
448,602,1
333,602,0
259,602,0
189,602,1
173,602,1
