Source,Target
0,1
0,28
0,52
1,2
1,53
2,3
2,54
3,4
3,55
4,5
4,56
5,6
5,245
6,7
6,29
7,8
7,30
8,9
8,256
9,10
9,32
10,11
10,33
11,12
11,34
12,13
12,35
13,14
13,36
14,15
14,37
15,16
15,38
16,17
16,39
17,18
17,40
18,19
18,41
19,20
19,42
20,21
20,43
21,22
21,44
22,23
22,45
23,24
23,46
24,25
24,48
25,26
25,49
26,27
26,50
27,51
28,286
29,30
29,247
30,250
31,32
31,256
31,68
32,33
32,69
33,34
33,70
34,35
34,71
35,36
35,72
36,37
36,73
37,38
37,74
38,39
38,75
39,40
39,76
40,41
40,77
41,42
41,78
42,43
42,79
43,44
43,80
44,45
44,81
45,46
45,82
46,47
46,83
47,48
47,84
48,49
48,85
49,50
49,86
50,51
50,87
51,88
52,53
52,57
53,54
53,285
54,55
54,242
55,56
55,61
56,58
56,62
57,301
57,286
58,245
59,60
59,247
59,64
60,250
60,65
61,62
61,242
62,63
63,244
64,65
64,284
64,99
65,66
65,100
66,67
66,253
66,101
67,68
67,256
67,102
68,69
68,103
69,70
69,104
70,71
70,105
71,72
71,106
72,73
72,107
73,74
73,263
74,75
74,267
75,76
75,269
76,77
76,271
77,78
77,296
78,79
78,91
79,80
79,92
80,81
80,93
81,82
81,94
82,83
82,95
83,84
83,96
84,85
84,97
85,86
85,117
86,87
86,118
87,88
87,119
88,120
89,90
89,109
90,236
90,293
91,92
91,296
92,93
93,94
94,95
95,96
96,97
96,281
97,282
98,108
98,244
99,100
99,108
100,101
101,102
102,103
103,104
104,105
105,106
106,107
107,264
108,284
108,299
109,236
109,111
110,297
110,270
110,116
111,112
111,121
112,113
112,122
113,237
113,238
113,303
114,251
114,246
114,248
114,249
115,116
115,266
115,268
115,132
116,272
116,133
117,118
117,282
117,142
118,119
118,143
119,120
119,144
120,145
121,122
121,148
122,123
123,124
123,149
124,238
124,295
125,126
125,255
125,257
125,173
126,127
126,258
126,174
127,128
127,259
127,175
128,129
128,298
128,176
129,130
129,260
129,158
130,131
130,261
130,159
131,132
131,265
131,160
132,133
132,180
133,134
133,181
134,135
134,272
134,182
135,136
135,273
135,183
136,137
136,274
136,184
137,138
137,275
137,185
138,139
138,276
138,186
139,147
139,277
139,193
140,141
140,147
140,281
140,187
141,142
141,282
141,150
142,143
142,151
143,144
144,145
145,154
146,249
146,300
146,302
147,278
147,279
147,280
148,149
148,156
149,295
149,157
150,151
150,188
151,152
151,189
152,153
153,154
154,190
155,302
155,249
155,161
156,157
156,164
157,294
157,167
158,159
158,177
159,160
159,178
160,179
161,162
161,170
162,163
162,191
162,302
163,192
163,283
164,165
164,194
165,166
165,195
166,167
166,196
167,239
167,197
168,239
168,240
168,198
169,170
169,191
169,200
170,171
170,201
171,172
171,252
172,173
172,255
173,174
173,202
174,175
175,176
176,177
177,178
178,179
179,180
180,181
181,182
182,183
183,184
184,185
185,186
186,193
187,188
187,193
188,189
189,190
191,192
191,203
192,204
193,279
193,280
194,195
194,205
195,196
196,197
197,199
197,207
198,199
198,210
199,239
199,209
200,201
200,203
200,211
201,202
201,212
202,213
203,204
204,243
205,206
205,215
206,207
206,216
207,208
207,217
208,209
208,218
209,210
209,219
210,220
211,212
211,214
211,222
212,213
212,221
213,233
214,243
214,222
215,216
215,224
216,217
217,218
217,225
218,219
219,220
219,226
220,227
221,232
222,223
222,234
223,243
223,235
224,225
224,228
225,226
225,229
226,227
226,230
227,231
228,229
229,230
230,231
231,235
232,233
232,234
234,235
236,303
236,237
237,303
239,294
240,294
240,283
241,285
242,285
244,245
244,284
245,247
246,299
246,300
247,250
248,251
248,299
249,252
249,300
250,253
251,254
251,252
252,255
253,256
254,257
254,255
257,258
258,259
259,298
260,262
260,298
260,261
261,262
261,265
262,266
263,264
263,267
264,266
264,268
265,266
267,268
267,269
268,270
269,270
269,271
270,297
271,296
271,297
272,273
272,297
273,274
274,275
275,276
276,277
277,278
278,281
279,280
281,282
283,302
285,301
286,287
287,288
287,289
288,301
288,290
289,290
289,291
290,292
291,292
291,293
292,303
294,295
296,297
