x,y,column
359,162,1
300,162,1
974,162,1
915,162,1
618,201,0
546,201,1
497,201,0
429,201,1
359,201,1
300,201,1
230,201,1
161,201,0
112,201,1
40,201,0
1233,201,0
1162,201,1
1113,201,0
1044,201,1
974,201,1
915,201,1
845,201,1
776,201,0
728,201,1
656,201,0
300,235,0
255,235,0
230,235,0
429,235,0
403,235,0
359,235,0
915,235,0
871,235,0
845,235,0
1044,235,0
1019,235,0
974,235,0
255,258,1
230,258,1
161,258,0
112,258,1
546,258,1
497,258,0
429,258,1
403,258,1
871,258,1
845,258,1
776,258,0
728,258,1
1162,258,1
1113,258,0
1044,258,1
1019,258,1
112,283,0
81,283,0
40,283,1
22,283,1
359,283,1
300,283,1
728,283,0
697,283,0
656,283,1
637,283,1
618,283,1
577,283,0
546,283,0
974,283,1
915,283,1
1252,283,1
1233,283,1
1193,283,0
1162,283,0
112,332,0
81,332,0
22,332,1
403,332,0
359,332,1
329,332,1
300,332,1
255,332,0
728,332,0
697,332,0
637,332,1
577,332,0
546,332,0
1019,332,0
974,332,1
945,332,1
915,332,1
871,332,0
1252,332,1
1193,332,0
1162,332,0
546,428,1
403,428,1
329,428,0
255,428,1
112,428,1
1162,428,1
1019,428,1
945,428,0
871,428,1
728,428,1
255,457,0
112,457,1
22,457,1
871,457,0
728,457,1
637,457,1
546,457,1
403,457,0
1252,457,1
1162,457,1
1019,457,0
