x,y,column
1245,39,1
1174,39,0
1103,39,1
1028,39,0
955,39,1
881,39,0
807,39,1
733,39,0
659,39,1
585,39,0
512,39,1
437,39,0
364,39,1
290,39,0
218,39,1
175,39,1
135,39,0
37,39,1
135,108,0
37,108,0
1245,108,0
1174,108,0
1103,108,0
1028,108,0
955,108,0
881,108,0
807,108,0
733,108,0
659,108,0
585,108,0
512,108,0
437,108,0
364,108,0
290,108,0
218,108,0
218,154,0
175,154,1
135,154,0
37,154,1
1245,176,1
1174,176,0
1103,176,1
1028,176,0
955,176,1
881,176,0
807,176,1
733,176,0
659,176,1
585,176,0
512,176,1
437,176,0
364,176,1
290,176,0
218,176,1
1245,221,1
1152,221,0
1103,221,1
1073,221,0
955,221,1
807,221,1
659,221,1
512,221,1
364,221,1
218,221,1
175,221,1
106,221,0
37,221,1
1245,284,1
1152,284,0
1103,284,1
1073,284,0
218,335,1
175,335,1
106,335,0
37,335,1
175,402,0
106,402,0
37,402,0
218,449,1
175,449,1
106,449,0
37,449,1
218,561,1
175,561,1
106,561,0
37,561,1
218,616,0
175,616,0
37,616,0
