Source,Target
0,10
0,8
0,9
1,5
1,10
1,11
2,3
2,5
2,6
3,4
3,6
3,19
4,20
5,6
5,11
5,17
6,18
7,8
7,12
8,9
8,13
9,10
9,14
10,11
10,15
11,16
12,13
12,25
13,14
13,26
14,15
14,27
15,16
15,28
16,17
16,29
17,18
17,21
18,19
18,22
19,20
19,23
20,24
21,22
21,29
21,33
22,23
22,34
23,24
23,31
24,32
25,26
25,35
26,27
26,36
27,28
27,30
28,29
28,38
29,39
30,38
30,36
30,37
31,32
31,34
31,47
32,48
33,34
33,39
33,45
34,46
35,36
35,40
36,37
36,41
37,38
37,42
38,39
38,43
39,44
40,41
40,49
41,42
41,50
42,43
42,51
43,44
43,52
44,45
44,53
45,46
45,54
46,47
46,55
47,48
47,56
48,57
49,50
49,58
50,51
50,59
51,52
51,60
52,53
52,61
53,54
53,62
54,55
54,63
55,56
55,64
56,57
56,65
57,66
58,59
59,60
59,74
60,61
61,62
61,67
62,63
62,68
63,64
64,65
64,69
65,66
66,70
67,68
67,75
68,69
68,72
69,70
69,73
70,71
71,73
72,73
74,75
