Source,Target
0,1
0,24
1,2
1,25
2,3
2,26
3,4
3,27
4,5
4,22
5,6
5,23
6,7
6,20
7,8
7,21
8,9
8,19
9,10
9,18
10,11
10,16
11,12
11,17
12,13
12,14
13,15
14,15
14,17
14,31
15,32
16,17
16,18
16,33
17,30
18,19
18,35
19,21
19,28
20,21
20,23
20,39
21,40
22,23
22,27
22,36
23,37
24,25
24,42
25,26
25,43
26,27
26,29
27,41
28,35
28,40
28,34
29,41
29,43
29,44
30,31
30,33
30,53
31,32
31,51
32,52
33,35
33,54
34,35
34,50
35,56
36,37
36,41
36,57
37,38
37,58
38,39
38,59
39,40
39,48
40,49
41,44
41,91
42,43
42,45
43,44
43,46
44,47
45,46
45,73
46,47
46,74
47,75
48,49
48,60
49,50
49,61
50,55
51,52
51,53
51,62
52,63
53,54
53,64
54,56
54,65
55,56
55,66
56,67
57,58
57,68
58,59
58,69
59,60
59,70
60,61
60,71
61,72
62,63
62,64
62,80
63,81
64,65
64,76
65,67
65,77
66,67
66,79
67,78
68,69
68,92
69,70
69,93
70,71
70,88
71,72
71,85
72,86
73,74
73,94
74,75
74,95
75,97
76,80
76,77
76,82
77,78
77,83
78,79
78,84
79,86
79,87
80,81
80,82
80,98
81,99
82,83
82,101
83,84
83,100
84,87
84,102
85,86
85,89
86,87
86,90
87,103
88,89
88,93
88,104
89,90
89,105
90,106
91,92
91,97
91,110
92,93
92,111
93,112
94,95
94,107
95,97
95,96
95,108
96,97
96,109
97,109
98,99
98,101
98,126
99,127
100,101
100,102
100,124
101,125
102,103
102,123
103,106
103,122
104,105
104,112
104,119
105,106
105,120
106,121
107,108
107,113
108,109
108,114
109,110
109,115
110,111
110,116
111,112
111,117
112,118
113,114
114,115
115,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
