x,y,column
288,51,1
181,51,0
89,51,1
508,72,1
707,72,1
691,72,1
978,72,1
1238,72,1
1222,72,1
1238,90,1
1222,90,1
1114,90,0
978,90,1
844,90,0
707,90,1
691,90,1
581,90,0
508,90,1
397,90,0
288,90,1
181,154,0
89,154,0
29,154,0
707,191,0
617,191,0
581,191,0
1238,216,0
1114,216,0
978,216,0
844,216,0
707,216,0
707,291,0
617,291,0
581,291,0
508,291,0
397,291,0
288,291,0
181,291,0
89,291,0
1238,346,1
1222,346,1
1114,346,0
978,346,1
844,346,0
723,346,1
707,346,1
617,346,0
508,346,1
397,346,0
288,346,1
181,346,0
89,346,1
69,346,1
29,346,0
1238,489,1
1222,489,1
1114,489,0
978,489,1
844,489,0
707,489,1
691,489,1
617,489,0
508,489,0
397,489,0
288,489,0
181,489,0
89,489,0
707,506,1
691,506,1
978,506,1
1238,506,1
1222,506,1
723,591,1
707,591,1
617,591,0
508,591,1
397,591,0
288,591,1
181,591,0
89,591,1
69,591,1
