Source,Target
0,1
0,7
1,2
1,8
2,9
3,4
3,14
4,5
4,15
5,16
6,7
6,23
7,8
7,25
8,9
8,48
9,10
9,18
10,11
10,20
11,21
12,13
12,30
13,14
13,31
14,15
14,33
15,16
15,55
16,17
16,26
17,28
18,19
18,34
19,20
19,35
20,21
21,43
22,23
22,44
23,24
24,25
24,36
25,37
26,27
26,38
27,28
27,39
28,29
29,59
30,31
30,51
31,32
32,33
32,40
33,41
34,35
34,50
35,42
36,37
36,45
37,46
38,39
38,57
39,58
40,41
40,52
41,53
42,43
42,50
42,86
44,45
45,46
45,60
46,47
47,48
47,61
48,49
49,50
49,62
50,63
51,52
52,53
52,97
53,54
53,64
54,55
54,65
55,56
56,57
56,66
57,58
58,59
58,67
60,61
60,72
61,62
61,73
62,63
62,75
63,76
64,65
64,81
65,66
65,82
66,67
66,84
67,85
68,69
68,79
69,80
70,71
70,77
71,78
72,73
72,90
73,74
73,92
74,75
74,93
75,76
75,94
76,95
77,78
77,105
78,79
78,124
79,80
79,125
80,88
81,82
81,98
82,83
82,99
83,84
83,100
84,85
84,101
85,103
86,87
86,95
86,107
87,117
88,89
88,118
89,90
89,120
90,91
90,108
91,92
91,109
92,93
93,94
93,149
94,95
95,106
96,97
96,132
97,98
97,112
98,99
98,113
99,100
100,101
100,154
101,102
102,103
102,110
103,104
103,111
104,105
104,129
105,131
106,107
106,114
107,115
108,109
108,122
109,123
110,111
110,126
111,127
112,113
112,134
113,135
114,115
114,150
115,116
116,117
116,151
118,119
118,144
119,120
119,145
120,121
120,146
121,122
121,147
122,123
123,148
124,125
124,140
125,142
126,127
126,155
127,128
128,129
128,156
129,130
129,136
130,131
130,137
131,138
132,133
133,134
133,152
134,135
135,153
136,137
136,160
137,138
138,139
138,161
139,140
139,162
140,141
141,142
141,163
142,143
143,144
143,164
144,145
144,165
145,146
146,166
147,148
148,149
148,157
149,150
149,158
150,151
150,159
152,153
153,154
153,167
154,155
154,168
155,156
155,169
157,158
158,159
160,161
161,162
162,163
163,164
164,165
165,166
167,168
168,169
