x,y,column
264,40,1
317,40,1
601,40,0
559,40,0
515,40,1
459,40,1
425,40,0
386,40,1
824,40,0
777,40,1
738,40,0
695,40,0
644,40,1
926,40,0
908,40,1
888,40,0
644,62,0
601,62,0
559,62,0
515,62,0
459,78,0
425,78,0
515,107,0
459,107,0
425,107,0
738,107,0
695,107,0
644,107,0
888,107,0
824,107,0
777,107,0
1035,146,1
926,146,0
908,146,1
861,153,0
824,153,0
777,153,1
738,153,0
695,153,0
644,153,1
601,153,0
559,153,0
515,153,1
459,153,1
425,153,0
386,153,1
317,153,1
264,153,1
824,175,0
777,175,0
1035,194,0
908,194,0
861,194,0
824,194,0
777,194,0
644,194,0
515,194,0
386,194,0
1035,239,0
908,239,0
777,239,0
644,239,0
515,239,0
386,239,0
515,285,1
386,285,1
1035,285,1
908,285,1
777,285,1
644,285,1
1035,352,0
908,352,0
777,352,0
644,352,0
515,352,0
386,352,0
515,416,1
386,416,1
1035,416,1
908,416,1
777,416,1
644,416,1
1035,456,0
908,456,0
777,456,0
644,456,0
515,456,0
386,456,0
1035,503,0
908,503,0
777,503,0
644,503,0
515,503,0
386,503,0
1035,548,1
908,548,1
824,548,0
777,548,1
644,548,1
515,548,1
386,548,1
515,600,1
386,600,1
1035,600,1
908,600,1
824,600,0
777,600,1
644,600,1
