Source,Target
0,1
0,7
0,20
1,21
2,3
2,10
2,14
3,4
3,15
4,5
4,16
5,6
5,17
6,7
6,18
7,19
8,9
8,11
9,10
9,12
10,13
11,12
11,22
12,13
12,23
13,14
13,25
14,15
14,26
15,16
15,27
16,17
16,28
17,18
17,29
18,19
18,30
19,20
19,31
20,21
20,33
21,34
22,23
22,35
23,24
23,36
24,25
24,37
25,26
25,39
26,27
26,40
27,28
27,41
28,29
28,42
29,30
29,43
30,31
30,44
31,32
31,45
32,33
32,47
33,34
33,48
34,49
35,36
35,50
36,37
36,51
37,38
37,52
38,39
38,53
39,40
39,54
40,41
40,55
41,42
41,56
42,43
42,57
43,44
43,58
44,45
44,59
45,46
45,60
46,47
46,61
47,48
47,62
48,49
48,63
49,64
50,51
50,74
51,52
51,67
52,53
52,68
53,54
54,55
54,79
55,56
55,80
56,57
56,81
57,58
57,82
58,59
58,83
59,60
59,84
60,61
60,85
61,62
62,63
62,65
63,64
63,66
64,73
65,66
65,71
66,72
67,68
67,75
68,76
69,70
69,85
69,87
70,71
70,88
71,72
71,89
72,73
72,90
73,92
74,75
74,99
75,76
75,101
76,77
76,102
77,78
77,103
78,79
78,104
79,80
79,105
80,81
80,106
81,82
81,94
82,83
82,95
83,84
83,96
84,85
84,97
85,86
86,87
86,97
86,117
87,88
88,89
89,90
90,91
90,121
91,92
91,145
92,93
93,147
94,95
94,106
94,113
95,96
95,114
96,97
96,115
97,116
98,99
98,148
99,100
100,101
100,150
101,102
101,107
102,103
103,104
104,105
105,106
105,111
106,112
107,108
107,122
108,109
108,123
109,110
109,124
110,111
110,125
111,112
111,126
112,113
112,127
113,114
113,128
114,115
114,129
115,116
115,130
116,117
116,131
117,118
117,132
118,119
118,133
119,120
119,134
120,121
120,135
121,136
122,123
122,151
123,124
124,125
125,126
125,153
126,127
126,154
127,128
127,155
128,129
128,137
129,130
129,138
130,131
130,139
131,132
131,140
132,133
132,141
133,134
133,142
134,135
135,136
136,144
137,138
137,155
138,139
139,140
140,141
140,160
141,142
141,156
142,143
142,157
143,144
143,163
144,145
144,164
145,146
146,147
146,165
148,149
149,150
149,166
150,151
151,152
151,167
152,153
152,168
153,154
153,158
154,155
154,159
155,171
156,157
156,161
157,162
158,159
158,169
159,170
160,161
160,174
161,162
161,175
162,163
162,182
163,164
163,183
164,165
164,172
165,173
166,167
166,178
167,168
167,179
168,169
168,188
169,170
169,189
170,171
170,176
171,177
172,173
172,184
173,185
174,175
174,180
175,181
176,177
176,190
177,191
178,179
178,186
179,187
180,181
181,182
182,183
183,184
184,185
186,187
187,188
188,189
189,190
190,191
