Source,Target
0,1
0,16
1,2
1,22
2,23
3,4
3,20
4,5
4,25
5,6
5,26
6,7
6,27
7,8
7,28
8,9
8,17
9,10
9,18
10,11
10,31
11,15
12,13
12,44
13,14
13,45
14,19
15,16
15,32
16,21
17,18
17,29
18,30
19,20
19,46
20,24
21,22
21,33
22,23
22,34
23,35
24,25
24,36
25,26
25,37
26,27
26,38
27,28
27,39
28,29
28,40
29,30
30,31
30,41
31,32
31,42
32,43
33,34
33,48
34,35
34,63
35,64
36,37
36,50
37,38
37,55
38,39
38,56
39,40
39,57
40,41
40,58
41,42
41,59
42,43
42,60
43,47
44,45
44,51
45,46
45,52
46,49
47,48
47,61
48,62
49,50
49,53
50,54
51,52
51,65
52,53
52,66
53,54
53,67
54,55
54,68
55,56
55,69
56,57
56,70
57,58
57,71
58,59
58,72
59,60
59,73
60,61
60,74
61,62
61,75
62,63
62,76
63,64
63,77
64,78
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
