Source,Target
0,1
0,32
1,2
1,33
2,3
2,34
3,4
3,35
4,5
4,36
5,6
5,37
6,7
6,38
7,8
7,39
8,9
8,40
9,41
10,11
10,20
11,12
11,21
12,13
12,22
13,14
13,23
14,15
14,24
15,16
15,25
16,17
16,26
17,18
17,27
18,19
18,28
19,29
20,21
20,42
21,22
21,43
22,23
22,44
23,24
23,45
24,25
24,46
25,26
25,47
26,27
26,48
27,28
27,49
28,29
28,50
29,30
29,51
30,31
30,52
31,32
31,53
32,33
32,54
33,34
33,55
34,35
34,56
35,36
35,57
36,37
36,58
37,38
37,59
38,39
38,60
39,40
39,61
40,41
40,62
41,63
42,43
42,67
43,44
44,45
45,46
45,68
46,47
47,48
48,49
48,69
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
57,64
58,59
59,60
60,61
60,65
61,62
62,63
63,66
64,65
64,70
65,66
65,71
66,72
67,68
67,73
68,69
68,74
69,75
70,71
70,76
71,72
71,77
72,78
73,74
73,79
74,75
74,80
75,81
76,77
76,82
77,78
77,83
78,84
79,80
79,85
80,81
80,86
81,87
82,83
82,88
83,84
83,89
84,90
85,86
85,91
86,87
86,92
87,93
88,89
88,94
89,90
89,95
90,96
91,92
91,97
92,93
92,98
93,99
94,95
94,100
95,96
95,101
96,102
97,98
97,103
98,99
98,104
99,105
100,101
100,106
101,102
101,107
102,108
103,104
103,109
104,105
104,110
105,111
106,107
106,127
107,108
107,130
108,152
109,110
109,112
110,111
110,115
111,118
112,113
112,131
113,114
113,132
114,115
114,133
115,116
115,134
116,117
116,135
117,118
117,136
118,119
118,137
119,120
119,138
120,121
120,139
121,122
121,140
122,123
122,141
123,124
123,142
124,125
124,143
125,126
125,144
126,127
126,145
127,128
127,146
128,129
128,147
129,130
129,148
130,149
131,132
131,153
132,133
132,154
133,134
133,155
134,135
134,156
135,136
135,157
136,137
136,158
137,138
137,159
138,139
138,160
139,140
139,161
140,141
140,162
141,142
141,163
142,143
142,164
143,144
143,165
144,145
144,166
145,146
145,167
146,147
146,168
147,148
147,169
148,149
148,170
149,150
149,171
150,151
150,172
151,152
151,173
152,174
153,154
154,155
155,156
156,157
157,158
158,159
159,160
160,161
161,162
162,163
163,164
164,165
165,166
166,167
167,168
168,169
169,170
170,171
171,172
172,173
173,174
