Source,Target
0,1
0,15
1,2
1,11
2,3
2,12
3,8
4,5
4,23
5,6
5,19
6,7
6,20
7,16
8,9
8,25
9,10
9,26
10,27
11,12
11,31
12,24
13,14
13,28
14,15
14,29
15,30
16,17
16,33
17,18
17,34
18,35
19,20
19,39
20,32
21,22
21,36
22,23
22,37
23,38
24,25
24,40
25,26
25,41
26,27
26,42
27,44
28,29
28,45
29,30
29,47
30,31
30,48
31,49
32,33
32,50
33,34
33,51
34,35
34,52
35,54
36,37
36,55
37,38
37,57
38,39
38,58
39,59
40,41
40,61
41,42
42,43
42,67
43,44
43,68
44,69
45,46
45,64
46,47
46,80
47,48
47,81
48,49
49,60
50,51
50,66
51,52
52,53
52,75
53,54
53,76
54,62
55,56
55,87
56,57
56,88
57,58
57,89
58,59
59,65
60,61
60,72
61,73
62,63
62,77
63,64
63,78
64,79
65,66
65,83
66,84
67,68
67,90
68,69
68,91
69,70
70,92
71,72
71,114
72,73
72,101
73,74
73,103
74,107
75,76
75,93
76,77
76,94
77,78
78,79
78,95
79,80
80,81
80,96
81,97
82,83
82,117
83,84
83,104
84,85
84,106
85,110
86,87
86,98
87,88
88,89
88,99
89,100
90,91
90,108
91,92
92,109
93,94
93,111
94,95
95,96
95,112
96,97
97,113
98,99
98,115
99,100
100,116
101,102
102,103
102,127
104,105
105,106
105,132
107,108
107,128
108,109
108,118
109,119
110,111
110,133
111,112
111,120
112,113
112,121
113,114
113,122
114,126
115,116
115,123
116,117
116,124
117,131
118,119
118,129
120,121
120,134
121,122
122,125
123,124
124,130
125,126
126,127
127,128
128,129
130,131
131,132
132,133
133,134
