x,y,column
1174,169,1
1124,169,0
1061,169,0
988,169,1
929,169,0
868,169,0
808,169,1
747,169,0
686,169,0
626,169,1
565,169,0
504,169,0
444,169,1
383,169,0
322,169,0
262,169,1
173,169,0
77,169,1
1209,257,0
1174,257,0
1124,257,0
173,291,0
77,291,0
38,291,0
1174,345,1
1124,345,0
1061,345,0
988,345,1
929,345,0
868,345,0
808,345,1
747,345,0
686,345,0
626,345,1
565,345,0
504,345,0
444,345,1
383,345,0
322,345,0
262,345,1
173,345,0
77,345,1
38,345,0
173,379,0
77,379,0
1124,407,0
1124,467,0
1061,467,0
988,467,1
929,467,0
868,467,0
808,467,1
747,467,0
686,467,0
626,467,1
565,467,0
504,467,0
444,467,1
262,467,1
173,467,0
1184,467,1
1218,346,0
75,469,1
36,382,0
