x,y,column
496,85,0
397,85,0
298,85,0
973,85,0
874,85,0
775,85,0
496,110,0
397,110,1
298,110,0
205,110,1
1065,110,1
973,110,0
874,110,1
775,110,0
683,110,1
588,110,1
298,215,0
205,215,0
588,215,0
496,215,0
775,215,0
683,215,0
1065,215,0
973,215,0
1065,265,1
1030,265,0
973,265,0
945,265,0
908,265,0
874,265,1
840,265,0
803,265,0
775,265,0
718,265,0
683,265,1
588,265,1
553,265,0
496,265,0
468,265,0
431,265,0
397,265,1
363,265,0
326,265,0
298,265,0
241,265,0
205,265,1
326,325,0
265,325,1
241,325,0
205,325,1
160,325,1
363,325,1
468,325,0
431,325,1
588,325,1
553,325,0
530,325,1
840,325,1
803,325,0
741,325,1
718,325,0
683,325,1
635,325,1
945,325,0
908,325,1
1111,325,1
1065,325,1
1030,325,0
1007,325,1
205,365,0
160,365,0
530,365,0
468,365,0
431,365,0
363,365,0
326,365,0
265,365,0
683,365,0
635,365,0
588,365,0
1007,365,0
945,365,0
908,365,0
840,365,0
803,365,0
741,365,0
1111,365,0
1065,365,0
265,422,0
205,422,0
160,422,0
741,422,0
683,422,0
635,422,0
588,422,0
530,422,0
1111,422,0
1065,422,0
1007,422,0
530,510,1
431,510,1
363,510,1
265,510,1
741,510,1
1007,510,1
908,510,1
840,510,1
265,530,1
160,530,1
530,530,1
741,530,1
635,530,1
1111,530,1
1007,530,1
363,555,0
265,555,0
530,555,0
431,555,0
840,555,0
741,555,0
1007,555,0
908,555,0
