x,y,column
1114,49,1
1047,49,0
980,49,1
913,49,0
846,49,1
759,49,1
716,49,0
846,104,0
759,104,0
716,104,0
1114,160,1
1047,160,0
980,160,1
913,160,0
846,160,1
759,160,1
716,160,0
846,228,0
759,228,0
716,228,0
640,228,0
571,228,0
501,228,0
431,228,0
361,228,0
292,228,0
222,228,0
152,228,0
1114,271,1
1047,271,0
980,271,1
913,271,0
846,271,1
779,271,0
759,271,0
716,271,1
640,271,0
571,271,1
501,271,0
431,271,1
361,271,0
292,271,1
222,271,0
152,271,1
1114,383,1
1047,383,0
980,383,1
913,383,0
846,383,1
779,383,0
716,383,1
640,383,0
571,383,1
501,383,0
431,383,0
361,383,0
292,383,0
222,383,0
152,383,1
431,439,1
361,439,0
292,439,1
222,439,0
152,439,1
1114,495,1
1047,495,0
980,495,1
913,495,0
846,495,1
779,495,0
716,495,1
640,495,0
571,495,1
501,495,0
431,495,1
1114,606,1
1047,606,0
980,606,1
913,606,0
846,606,1
779,606,0
716,606,1
640,606,0
571,606,1
501,606,0
431,606,1
