x,y,column
1238,78,1
1172,78,0
1107,78,0
894,78,1
667,78,1
432,78,1
88,78,1
1032,78,1
222,78,1
1107,134,0
894,134,0
667,134,0
432,134,0
88,134,0
1050,134,0
230,134,0
740,190,1
667,190,1
432,190,0
166,190,1
88,190,1
13,190,1
1107,190,0
894,190,1
822,190,1
1068,190,0
667,249,0
625,249,0
550,249,1
473,249,1
432,249,1
355,249,1
281,249,0
238,249,0
1010,249,1
936,249,0
894,249,0
238,281,0
219,281,0
200,281,0
166,281,0
88,281,0
51,281,0
13,281,0
894,281,0
855,281,0
822,281,0
740,281,0
701,281,0
667,281,0
1107,329,0
1088,329,0
1010,329,1
936,329,0
894,329,1
855,329,0
822,329,0
740,329,0
701,329,0
667,329,1
625,329,0
550,329,1
517,329,0
473,329,0
453,329,0
432,329,0
390,329,0
355,329,1
281,329,0
238,329,1
219,329,0
200,329,0
166,329,0
88,329,1
51,329,0
13,329,1
355,373,0
200,373,1
166,373,0
126,373,1
88,373,0
51,373,1
1010,373,0
855,373,1
822,373,0
780,373,1
740,373,0
701,373,1
550,373,0
550,396,0
517,396,0
453,396,1
390,396,0
355,396,0
1238,396,1
1172,396,0
1107,396,1
1088,396,1
1010,396,0
126,469,0
88,469,0
355,469,1
166,469,1
1010,469,1
822,469,1
780,469,0
740,469,1
701,469,0
550,469,1
550,495,1
453,495,0
355,495,1
1238,495,0
1172,495,0
1107,495,1
1010,495,1
355,514,0
166,514,0
126,514,0
88,514,0
1010,514,0
822,514,0
780,514,0
740,514,0
701,514,0
550,514,0
1238,563,1
1172,563,0
1107,563,0
1010,563,1
822,563,1
740,563,0
701,563,1
1238,203,1
1172,223,0
1107,242,0
238,188,1
1087,248,1
