Source,Target
0,1
0,16
1,2
1,17
2,3
2,18
3,4
3,19
4,5
4,20
5,6
5,21
6,7
6,22
7,8
7,23
8,9
8,24
9,10
9,25
10,11
10,26
11,12
11,27
12,13
12,28
13,29
14,15
14,32
15,16
15,33
16,17
16,34
17,18
18,19
18,35
19,20
19,36
20,21
20,37
21,22
21,38
22,23
22,39
23,24
23,40
24,25
24,41
25,26
25,42
26,27
26,43
27,28
27,44
28,29
29,30
29,45
30,31
30,46
31,47
32,33
32,53
33,34
33,54
34,35
34,55
35,36
35,62
36,37
36,63
37,38
37,65
38,39
38,66
39,40
39,67
40,41
40,69
41,42
41,71
42,43
42,72
43,44
43,74
44,45
44,76
45,46
45,48
46,47
46,49
47,50
48,49
48,78
49,50
49,80
50,51
50,81
51,82
52,53
52,56
53,54
53,57
54,55
54,58
55,60
56,57
56,94
57,58
57,95
58,59
58,96
59,60
60,61
60,98
61,62
61,85
62,63
62,86
63,64
64,65
64,87
65,66
65,88
66,67
66,89
67,68
67,90
68,69
68,91
69,70
70,71
70,92
71,72
71,93
72,73
73,74
74,75
74,108
75,76
75,83
76,77
77,78
77,84
78,79
78,112
79,80
80,81
80,114
81,82
81,115
82,116
83,84
83,109
84,111
85,86
85,99
86,87
87,88
87,101
88,89
88,102
89,90
89,103
90,91
90,104
91,92
91,105
92,93
92,106
93,107
94,95
94,117
95,96
95,118
96,97
96,119
97,98
98,99
98,120
99,100
100,101
100,122
101,102
102,103
103,104
103,124
104,105
104,125
105,106
106,107
107,108
107,127
108,109
108,129
109,110
110,111
110,130
111,112
112,113
112,131
113,114
114,115
114,132
115,116
115,133
116,134
117,118
118,119
118,135
119,120
119,136
120,121
120,137
121,122
121,138
122,123
122,139
123,124
123,140
124,125
124,141
125,126
125,142
126,127
126,143
127,128
127,144
128,129
128,145
129,130
129,146
130,131
130,147
131,132
131,148
132,133
132,149
133,134
133,150
135,136
135,151
136,137
136,152
137,138
137,153
138,139
138,155
139,140
139,156
140,141
140,157
141,142
141,158
142,143
142,159
143,144
143,160
144,145
144,161
145,146
145,162
146,147
146,163
147,148
147,164
148,149
148,166
149,150
149,167
150,168
151,152
152,153
153,154
153,169
154,155
154,170
155,156
155,171
156,157
156,172
157,158
157,173
158,159
158,174
159,160
159,175
160,161
160,176
161,162
161,177
162,163
162,178
163,164
163,179
164,165
164,180
165,166
165,181
166,167
166,182
167,168
169,170
170,171
171,172
172,173
173,174
174,175
175,176
176,177
177,178
178,179
179,180
180,181
181,182
