Source,Target
0,1
0,9
1,2
2,8
2,10
3,4
3,8
3,14
4,7
4,15
5,6
5,7
5,18
6,19
7,16
8,12
9,10
9,31
10,11
11,12
11,22
12,13
12,24
13,14
13,25
14,15
14,26
15,16
15,27
16,17
16,28
17,18
17,21
18,19
19,41
20,21
20,28
20,38
21,39
22,23
22,33
23,24
23,34
24,25
24,29
25,26
25,30
26,27
27,28
28,37
29,30
29,35
30,36
31,32
31,56
32,33
32,45
33,34
33,46
34,35
34,47
35,36
35,52
36,37
37,38
37,53
38,39
38,42
39,40
39,43
40,41
40,44
41,49
42,43
42,50
43,44
43,51
44,48
45,46
45,58
46,47
46,54
47,55
48,49
48,60
49,64
50,51
50,65
51,59
52,53
52,67
53,71
54,55
54,62
55,73
56,57
56,74
57,58
57,75
58,61
59,60
59,66
60,63
61,62
61,76
62,72
63,64
63,79
64,96
65,66
65,77
66,78
67,68
67,88
68,69
68,89
69,70
69,90
70,71
70,91
71,92
72,73
72,81
73,82
74,75
74,83
75,76
76,80
77,78
77,93
78,79
78,94
79,95
80,81
80,85
81,82
81,86
82,87
83,84
83,106
84,85
85,86
86,87
86,97
87,88
87,98
88,89
88,99
89,90
89,100
90,91
91,92
92,93
92,103
93,94
93,104
94,95
94,105
95,96
96,116
97,98
97,108
98,99
99,100
99,109
100,101
100,110
101,102
101,111
102,103
102,112
103,104
103,113
104,105
105,114
106,107
106,117
107,108
107,119
108,109
109,110
109,120
110,111
111,112
111,121
112,113
112,122
113,114
113,123
114,115
115,116
115,124
116,125
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
