Source,Target
0,1
0,11
1,9
1,12
2,3
2,9
2,13
3,10
3,14
4,5
4,10
4,15
5,6
5,16
6,7
6,18
7,8
7,20
8,21
9,22
10,23
11,12
11,29
12,22
12,30
13,14
13,22
13,31
14,23
14,32
15,16
15,24
15,33
16,17
16,34
17,18
17,35
18,19
18,27
19,20
19,28
20,21
20,25
21,26
22,36
23,24
23,37
24,38
25,26
25,28
25,43
26,44
27,28
27,35
27,45
28,42
29,30
29,72
30,36
30,75
31,32
31,36
31,78
32,37
32,81
33,34
33,38
33,84
34,35
34,87
35,48
36,92
37,38
37,91
38,90
39,40
39,78
39,79
40,81
40,82
41,93
41,94
42,43
42,45
42,66
43,44
43,67
44,68
45,48
45,65
46,47
46,49
46,86
46,62
47,48
47,89
47,63
48,64
49,53
49,97
49,71
50,51
50,56
50,59
51,52
51,80
51,60
52,53
52,83
52,61
53,98
53,70
54,55
54,74
54,57
55,56
55,77
55,58
56,100
56,69
57,58
58,69
59,60
59,69
60,61
61,70
62,63
62,71
63,64
64,65
65,66
66,67
67,68
70,71
72,73
72,75
73,74
73,76
74,77
75,76
75,92
76,77
76,96
77,100
78,81
78,92
79,82
79,95
79,80
80,83
81,91
82,83
82,94
83,98
84,85
84,87
84,90
85,86
85,88
85,93
86,89
86,97
87,88
88,89
90,91
90,93
91,94
92,96
93,97
94,98
95,96
95,99
96,100
97,98
99,100
