Source,Target
0,1
0,8
1,2
1,9
2,3
2,10
3,4
3,11
4,5
4,12
5,6
5,13
6,7
6,14
7,15
8,9
8,20
9,10
9,21
10,11
10,22
11,12
11,23
12,13
12,24
13,14
13,25
14,15
14,26
15,27
16,17
16,32
17,18
17,33
18,19
18,34
19,20
19,35
20,21
20,36
21,22
21,37
22,23
22,38
23,24
23,39
24,25
24,40
25,26
25,41
26,27
26,42
27,28
27,43
28,29
28,44
29,30
29,45
30,31
30,46
31,47
32,33
32,48
33,34
33,49
34,35
34,50
35,36
35,51
36,37
36,52
37,38
37,53
38,39
38,54
39,40
39,55
40,41
40,56
41,42
41,57
42,43
42,58
43,44
43,59
44,45
44,60
45,46
45,61
46,47
46,63
47,64
48,49
48,65
49,50
49,66
50,51
50,67
51,52
51,68
52,53
52,69
53,54
53,70
54,55
54,71
55,56
55,72
56,57
56,73
57,58
57,74
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,81
65,66
65,95
66,67
66,96
67,68
67,97
68,69
68,98
69,70
69,93
70,71
70,94
71,72
71,87
72,73
72,88
73,74
73,89
74,75
74,90
75,76
75,109
76,77
76,110
77,78
77,82
78,79
78,83
79,80
79,84
80,81
80,85
81,86
82,83
82,111
83,84
83,112
84,85
85,86
85,113
86,114
87,88
87,91
88,89
88,92
89,90
89,107
90,108
91,92
91,94
91,105
92,106
93,94
93,98
93,103
94,104
95,96
95,99
96,97
96,100
97,98
97,101
98,102
99,100
99,115
100,101
100,116
101,102
101,117
102,103
102,118
103,104
103,119
104,105
104,120
105,106
105,121
106,107
106,122
107,108
107,123
108,109
108,124
109,110
109,125
110,111
110,126
111,112
111,127
112,113
112,128
113,114
113,129
114,130
115,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
127,128
128,129
129,130
