Source,Target
0,1
0,12
1,2
1,13
2,3
2,16
3,4
3,17
4,5
4,18
5,6
5,19
6,7
6,20
7,8
7,21
8,9
8,22
9,10
9,23
10,11
10,24
11,26
12,13
12,14
13,15
14,15
14,27
15,16
15,28
16,17
16,29
17,18
17,30
18,19
18,31
19,20
19,32
20,21
20,33
21,22
21,34
22,23
22,35
23,24
23,36
24,25
24,37
25,26
25,38
26,39
27,28
27,44
28,29
28,46
29,30
29,47
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
37,55
38,39
38,56
39,40
40,41
40,57
41,42
41,72
42,43
42,73
43,74
44,45
44,58
45,46
45,59
46,47
46,60
47,48
47,61
48,49
48,62
49,50
49,63
50,51
50,64
51,52
51,65
52,53
52,66
53,54
53,67
54,55
54,68
55,56
55,69
56,57
56,70
57,71
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,65
64,81
65,66
65,82
66,67
66,83
67,68
67,84
68,69
68,85
69,70
69,86
70,71
70,87
71,72
71,88
72,73
72,89
73,74
73,90
74,91
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
