Source,Target
0,1
0,12
1,2
1,13
2,3
2,14
3,4
3,15
4,5
4,9
5,6
5,10
6,7
6,11
7,8
8,11
8,56
9,10
9,15
9,50
10,11
10,51
11,52
12,13
12,18
13,14
13,19
14,15
14,16
15,17
16,17
16,19
16,28
17,50
17,29
18,19
18,26
19,27
20,21
20,51
20,23
21,22
21,24
22,52
22,25
23,24
23,31
24,25
25,53
26,27
27,28
28,29
29,30
30,31
30,50
31,32
31,33
32,53
32,34
33,34
33,38
34,35
35,36
35,53
35,39
36,57
36,37
37,39
37,44
38,39
38,40
39,43
40,41
40,45
41,42
41,46
42,43
42,47
43,44
43,48
44,49
45,46
46,47
47,48
48,49
50,51
51,52
52,54
53,55
54,55
54,56
55,57
56,57
