Source,Target
0,71
0,14
1,71
1,70
2,3
2,15
3,4
3,16
4,5
4,17
5,6
5,18
6,7
6,19
7,8
7,20
8,9
8,21
9,10
9,22
10,11
10,23
11,12
11,24
12,13
12,25
13,68
13,26
14,30
15,16
15,35
16,17
16,36
17,18
17,37
18,19
18,59
19,20
19,62
20,21
20,63
21,22
21,64
22,23
22,31
23,24
23,32
24,25
24,65
25,26
25,66
26,27
26,67
27,28
27,68
27,69
28,29
28,70
28,33
29,71
29,34
30,44
31,32
31,64
31,41
32,65
33,34
33,69
33,42
34,43
35,36
35,56
36,37
36,57
37,60
37,58
38,39
38,61
38,62
38,53
39,40
39,63
39,54
40,41
40,64
40,55
41,45
42,43
42,48
43,44
45,46
45,65
46,47
46,66
47,48
47,67
48,69
49,50
49,56
50,51
50,57
51,52
51,58
52,53
52,61
53,54
54,55
56,57
57,58
58,61
59,60
59,62
60,61
60,62
62,63
63,64
65,66
66,67
67,69
68,70
