x,y,column
305,39,1
236,39,0
166,39,1
54,39,0
809,39,1
638,39,1
556,39,0
470,39,1
1224,39,0
1112,39,1
1042,39,0
973,39,1
809,128,1
638,128,1
556,128,0
470,128,1
470,161,0
305,161,1
283,161,1
236,161,0
166,161,0
54,161,1
1224,161,1
1112,161,0
1042,161,0
995,161,1
973,161,1
809,161,1
995,222,0
837,222,0
809,222,1
791,222,1
700,222,1
638,222,0
578,222,0
487,222,1
470,222,1
441,222,0
283,222,0
283,244,0
208,244,1
700,244,1
638,244,1
578,244,0
1070,244,1
995,244,0
487,283,1
441,283,0
348,283,0
283,283,1
995,283,1
930,283,0
837,283,0
791,283,1
791,307,1
770,307,1
700,307,0
638,307,1
578,307,0
509,307,1
487,307,1
509,370,1
441,370,0
407,370,0
348,370,0
283,370,1
208,370,0
166,370,0
54,370,1
1224,370,1
1112,370,0
1070,370,0
995,370,1
930,370,0
872,370,0
837,370,0
770,370,1
509,423,0
407,423,0
872,423,0
770,423,0
166,498,1
54,498,1
1224,498,1
1112,498,1
1224,542,0
1112,542,1
995,542,0
872,542,1
770,542,0
638,542,1
509,542,0
407,542,1
283,542,0
166,542,1
54,542,0
872,590,0
638,590,0
407,590,0
