x,y,column
253,55,1
191,55,1
488,55,1
415,55,0
326,55,1
1034,135,1
883,135,1
1034,173,1
883,173,1
787,173,1
713,173,0
638,173,1
563,173,0
488,173,1
415,173,1
191,208,1
253,208,1
415,208,0
326,208,1
1034,233,1
980,233,0
945,233,1
883,233,1
488,252,0
415,252,0
326,252,0
253,252,0
191,252,0
1034,289,0
980,289,0
945,289,0
1034,326,0
980,326,0
945,326,0
253,368,0
191,368,1
1034,368,1
980,368,0
945,368,1
883,368,0
787,368,1
713,368,0
638,368,1
563,368,0
488,368,1
415,368,1
326,368,1
563,488,0
488,488,1
415,488,1
455,488,0
1034,488,1
945,488,1
787,488,1
713,488,0
638,488,1
787,513,0
713,513,0
638,513,0
563,513,0
488,513,0
415,513,0
435,513,0
1034,542,0
944,516,0
415,539,0
