x,y,column
426,12,1
302,12,0
776,12,1
641,12,1
1039,12,1
919,12,1
1230,81,1
1039,81,1
919,81,0
864,81,1
776,81,0
689,81,1
641,81,0
536,81,1
302,115,1
235,115,1
183,115,1
66,115,0
29,115,1
536,115,0
481,115,0
426,115,0
183,146,0
66,146,1
426,146,0
389,146,1
302,146,0
302,214,1
235,214,1
183,214,1
66,214,1
29,214,1
389,214,1
1230,214,1
1153,214,0
1039,214,1
864,214,1
689,214,1
641,214,0
536,214,1
481,214,0
426,214,1
1153,268,1
1039,268,1
641,299,1
536,299,1
29,376,1
389,376,1
302,376,0
235,376,0
87,376,1
235,401,0
87,401,0
896,401,1
689,401,1
641,401,0
569,401,0
536,401,0
389,431,1
353,431,0
235,431,1
87,431,0
29,431,1
569,455,0
536,455,1
353,553,1
235,553,1
896,553,1
776,553,0
689,553,1
641,553,0
569,553,1
776,624,1
689,624,1
641,624,0
