x,y,column
556,22,0
467,22,0
425,22,0
843,22,0
801,22,0
721,22,0
939,71,1
867,71,0
843,71,0
801,71,1
721,71,1
661,71,0
609,71,0
556,71,1
467,71,1
425,71,0
400,71,0
328,71,1
328,109,1
280,109,0
987,109,0
939,109,1
609,149,0
556,149,0
488,149,0
467,149,0
400,149,0
328,149,0
280,149,0
987,149,0
939,149,0
867,149,0
801,149,0
779,149,0
721,149,0
699,149,0
661,149,0
721,183,0
699,183,0
661,183,0
634,183,0
609,183,0
556,183,0
556,202,0
488,202,0
467,202,0
801,202,0
779,202,0
721,202,0
987,234,0
939,234,1
843,234,0
801,234,1
752,234,0
721,234,1
699,234,1
661,234,1
634,234,0
609,234,1
556,234,1
515,234,0
467,234,1
425,234,0
328,234,1
280,234,0
939,293,0
898,293,0
843,293,0
801,293,0
752,293,0
721,293,1
699,293,1
661,293,0
556,293,1
515,293,0
467,293,0
425,293,0
370,293,0
328,293,0
939,338,0
898,338,0
843,338,0
801,338,0
752,338,0
721,338,0
699,338,0
634,338,0
556,338,0
515,338,0
467,338,0
425,338,0
370,338,0
328,338,0
556,364,1
987,394,0
939,394,1
843,394,0
801,394,1
752,394,0
721,394,1
699,394,1
661,394,1
634,394,0
609,394,1
556,394,1
515,394,0
467,394,1
425,394,0
328,394,1
280,394,0
556,426,0
467,426,0
801,426,0
721,426,0
721,446,0
699,446,0
661,446,0
634,446,0
609,446,0
556,446,0
467,482,0
400,482,0
328,482,0
280,482,0
609,482,0
556,482,0
721,482,0
699,482,0
661,482,0
987,482,0
939,482,0
867,482,0
801,482,0
328,519,1
280,519,0
987,519,0
939,519,1
939,558,1
867,558,0
843,558,0
801,558,1
721,558,1
699,558,0
661,558,0
609,558,0
556,558,1
467,558,1
425,558,0
400,558,0
328,558,1
556,607,0
467,607,0
425,607,0
843,607,0
801,607,0
721,607,0
