Source,Target
0,1
0,146
0,147
1,2
1,41
2,3
2,42
3,4
3,43
4,5
4,44
5,6
5,23
6,7
6,24
7,8
7,25
8,9
8,26
9,10
9,27
10,11
10,28
11,12
11,29
12,13
12,30
13,14
13,31
14,15
14,32
15,16
15,33
16,17
16,34
17,18
17,35
18,19
18,36
19,20
19,37
20,21
20,38
21,22
21,39
22,40
23,24
23,47
24,25
25,26
25,56
26,27
26,57
27,28
27,58
28,29
28,59
29,30
29,60
30,31
30,61
31,32
31,62
32,33
33,45
34,35
34,48
35,36
35,49
36,37
36,50
37,38
37,51
38,39
38,52
39,40
39,53
40,54
41,42
41,147
41,65
42,43
42,66
43,44
43,67
44,46
45,48
45,63
46,47
46,68
47,55
48,49
48,64
49,50
49,64
49,82
50,51
50,83
51,52
51,84
52,53
52,85
53,54
53,86
54,87
55,56
55,68
55,72
56,57
56,73
57,58
57,74
58,59
58,75
59,60
59,76
60,61
60,77
61,62
61,78
62,63
62,79
63,64
63,80
64,81
65,66
65,150
66,67
66,69
67,68
67,70
68,71
69,70
69,145
69,142
70,71
70,104
71,72
71,105
72,73
72,88
73,74
73,89
74,75
74,90
75,76
75,91
76,77
76,92
77,78
77,93
78,79
78,94
79,80
79,95
80,81
80,96
81,82
81,97
82,83
82,98
83,84
83,99
84,85
84,100
85,86
85,101
86,87
86,102
87,103
88,89
88,105
88,108
89,90
89,109
90,91
90,110
91,92
91,111
92,93
92,112
93,94
93,113
94,95
94,114
95,96
95,115
96,97
96,116
97,98
97,117
98,99
98,118
99,100
99,119
100,101
100,120
101,102
101,121
102,103
102,122
103,123
104,105
104,142
104,106
105,107
106,107
106,143
106,124
107,108
107,125
108,109
108,126
109,110
109,127
110,111
110,128
111,112
111,129
112,113
112,130
113,114
113,131
114,115
114,132
115,116
115,133
116,117
116,134
117,118
117,135
118,119
118,136
119,120
119,137
120,121
120,138
121,122
121,139
122,123
122,140
123,141
124,125
124,158
125,126
126,127
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,137
137,138
138,139
139,140
140,141
142,143
142,144
143,158
143,198
144,145
144,197
145,150
145,157
146,147
146,148
147,150
147,149
148,149
148,151
149,150
149,152
150,153
151,152
151,154
152,153
152,155
153,156
154,155
154,159
155,156
155,161
156,157
156,162
157,197
157,163
158,198
158,166
159,160
159,167
160,161
161,162
161,168
162,163
162,169
163,164
163,170
164,165
164,197
164,171
165,166
165,198
165,172
166,173
167,168
167,174
168,169
168,175
169,170
169,176
170,171
170,177
171,172
171,178
172,173
172,179
173,180
174,175
174,187
175,176
175,181
176,177
176,182
177,178
177,183
178,179
178,184
179,180
179,185
180,186
181,182
182,183
182,188
183,184
183,189
184,185
184,190
185,186
186,191
187,188
187,192
188,189
188,193
189,190
189,194
190,191
190,195
191,196
192,193
193,194
194,195
195,196
197,198
