Source,Target
0,3
0,6
1,2
1,4
2,3
2,5
3,88
3,7
4,5
4,9
5,7
5,10
6,7
6,8
7,88
7,89
8,12
8,17
9,10
9,13
10,11
10,14
11,12
11,15
12,89
12,16
13,14
13,18
14,15
14,19
15,16
15,22
16,17
16,103
17,102
18,19
18,20
19,21
20,21
20,24
21,22
22,103
22,25
23,103
23,102
23,26
24,25
24,28
25,27
25,29
26,27
26,106
27,107
27,103
28,29
28,31
29,30
29,32
30,107
30,33
31,32
31,35
32,33
32,36
33,34
33,37
34,115
34,107
35,36
36,37
37,90
38,39
38,117
38,114
38,46
39,94
40,91
40,90
40,43
41,117
41,91
41,93
42,108
42,99
42,118
42,60
43,49
43,50
44,45
44,92
44,93
44,52
45,46
45,117
45,53
46,47
46,54
47,48
47,94
47,55
48,96
48,95
48,56
49,92
50,51
50,64
51,52
51,92
51,65
52,53
52,66
53,54
53,67
54,55
54,68
55,56
55,62
56,57
56,63
57,58
57,96
57,71
58,59
58,98
58,72
59,60
59,99
59,73
60,61
60,74
61,101
61,108
61,75
62,63
62,69
63,70
64,65
64,76
65,66
65,77
66,67
66,78
67,68
67,79
68,69
68,80
69,70
69,81
70,71
70,82
71,72
71,83
72,73
72,84
73,74
73,85
74,75
74,86
75,105
75,100
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,100
87,100
87,121
90,115
91,92
91,116
92,93
93,117
94,95
95,97
96,97
96,98
97,120
98,120
98,99
99,119
100,121
101,121
101,105
101,104
101,111
104,108
105,121
105,111
106,107
106,112
108,109
108,118
109,110
109,118
110,118
110,119
112,113
112,115
113,114
113,116
114,117
115,116
116,117
118,119
119,120
