Source,Target
0,1
0,10
1,2
2,3
2,11
3,4
3,12
4,5
4,13
5,6
5,14
6,7
6,15
7,8
7,16
8,9
8,17
9,18
10,11
10,19
11,12
11,20
12,13
12,23
13,14
13,24
14,15
14,25
15,16
15,26
16,17
16,27
17,18
17,28
18,29
19,20
19,21
20,22
21,22
21,30
22,23
22,31
23,24
23,34
24,25
24,35
25,26
25,36
26,27
26,37
27,28
27,38
28,29
28,39
29,40
30,31
30,32
31,33
32,33
32,41
33,34
33,42
34,35
34,53
35,36
35,49
36,37
36,50
37,38
37,47
38,39
38,48
39,40
39,45
40,46
41,42
41,43
42,44
43,44
43,51
44,52
45,46
45,48
47,48
47,50
49,50
49,53
51,52
51,54
52,53
52,55
54,55
54,56
55,57
56,57
