x,y,column
492,21,0
444,21,1
358,21,1
1035,21,1
912,21,1
563,87,1
492,87,1
444,87,1
358,87,1
240,87,1
912,87,1
844,87,1
794,87,1
678,87,0
640,87,1
794,115,0
678,115,1
1035,115,0
998,115,1
912,115,0
912,188,1
844,188,1
794,188,1
678,188,1
640,188,1
595,188,1
563,188,0
1035,188,1
998,188,1
595,242,0
563,242,0
492,242,1
444,242,1
240,242,1
640,342,1
595,342,1
492,342,1
998,342,1
912,342,0
844,342,1
699,342,1
844,366,0
699,366,0
998,397,1
962,397,0
844,397,0
699,397,0
640,397,1
595,430,1
492,430,0
444,430,1
270,430,1
962,524,1
844,524,0
595,559,1
492,559,0
444,559,1
358,559,0
270,559,1
492,627,1
358,627,1
