Source,Target
0,1
0,39
0,9
1,2
1,10
2,3
2,11
3,4
3,12
4,5
4,13
5,6
5,48
6,51
6,50
6,59
7,39
8,9
8,39
8,16
9,10
9,23
10,11
10,24
11,12
11,25
12,13
12,45
13,48
13,46
14,15
14,18
14,36
14,20
15,16
15,37
15,21
16,22
17,18
17,56
17,34
18,56
18,35
19,20
19,35
19,26
20,21
20,27
21,22
21,28
22,23
22,29
23,24
23,30
24,25
24,52
25,45
25,43
26,27
26,31
27,28
27,32
28,29
28,33
29,30
29,38
30,52
30,40
31,32
32,33
33,38
34,35
36,55
36,37
37,39
38,40
40,52
41,52
41,42
42,43
42,44
43,45
43,52
44,45
44,53
45,46
46,47
46,48
47,49
47,54
48,49
49,57
51,58
51,59
51,57
53,54
55,56
57,58
