Source,Target
0,1
0,4
1,2
1,5
2,3
2,6
3,7
4,5
4,17
5,6
5,18
6,7
6,19
7,8
7,20
8,9
8,21
9,10
9,22
10,11
10,23
11,12
11,24
12,13
12,25
13,14
13,26
14,15
14,27
15,16
15,28
16,29
17,18
17,30
18,19
18,31
19,20
19,32
20,21
20,33
21,22
21,34
22,23
22,35
23,24
23,36
24,25
24,37
25,26
25,38
26,27
26,39
27,28
27,40
28,29
28,41
29,42
30,31
30,43
31,32
31,44
32,33
32,45
33,34
33,46
34,35
34,48
35,36
35,49
36,37
36,50
37,38
37,51
38,39
38,52
39,40
39,53
40,41
40,54
41,42
41,55
42,56
43,44
43,57
44,45
44,58
45,46
45,59
46,47
46,60
47,48
47,61
48,49
48,62
49,50
49,63
50,51
50,65
51,52
51,66
52,53
52,67
53,54
53,70
54,55
55,56
55,68
56,69
57,58
57,72
58,59
58,73
59,60
59,74
60,61
60,75
61,62
62,63
63,64
64,65
64,77
65,66
65,78
66,67
66,79
67,70
67,80
68,69
68,71
68,83
69,84
70,71
70,81
71,82
72,73
72,85
73,74
73,86
74,75
74,87
75,76
75,88
76,77
76,89
77,78
77,90
78,79
78,91
79,80
79,92
80,81
80,110
81,82
81,112
82,83
82,114
83,84
83,116
84,118
85,86
85,98
86,87
86,93
87,88
87,94
88,89
88,95
89,90
89,96
90,91
90,97
91,92
91,106
92,108
93,94
93,98
93,99
94,95
94,100
95,96
95,101
96,97
96,102
97,104
98,99
99,100
100,119
101,119
101,102
102,103
102,104
103,105
103,119
104,105
104,106
105,107
106,107
106,108
107,109
108,109
108,110
109,111
110,111
110,112
111,113
112,113
112,114
113,115
114,115
114,116
115,117
116,117
117,118
