Source,Target
0,1
0,8
1,2
1,9
2,3
2,10
3,11
4,5
4,12
5,6
5,13
6,7
6,14
7,15
8,9
8,26
9,10
9,27
10,11
10,16
11,18
12,13
12,34
13,14
13,36
14,15
14,28
15,29
16,17
17,18
17,37
18,19
18,38
19,20
19,39
20,21
20,43
21,45
22,23
22,30
22,54
23,24
23,55
24,25
24,56
25,26
25,49
26,27
27,51
28,29
28,59
29,30
30,61
31,32
31,46
32,33
32,48
33,34
33,40
34,35
34,41
35,36
35,42
37,38
37,52
38,39
39,53
40,41
40,57
41,42
42,58
43,44
43,74
44,45
44,75
45,76
46,47
46,86
47,48
47,87
48,88
49,50
49,62
50,51
51,52
52,53
53,67
54,55
54,79
55,56
55,81
56,83
57,58
57,68
58,59
59,60
60,61
61,73
62,63
62,94
63,64
63,112
64,65
64,91
65,66
65,77
66,67
66,78
67,89
68,69
68,100
69,70
69,84
70,71
70,85
71,72
71,98
72,73
72,104
73,95
74,75
74,90
75,76
76,101
77,78
77,92
78,115
79,80
79,96
80,81
80,108
81,82
82,83
82,109
83,93
84,85
84,122
85,97
86,87
86,118
87,88
88,99
89,90
89,116
90,117
91,92
91,113
92,114
93,94
93,110
94,111
95,96
95,105
96,107
97,98
97,102
98,103
99,100
99,119
100,121
101,117
102,103
102,122
103,104
104,105
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
113,114
114,115
115,116
116,117
118,119
119,120
120,121
121,122
