x,y,column
213,190,0
114,190,0
14,190,0
986,190,0
887,190,0
788,190,0
688,190,0
589,190,0
490,190,0
391,190,0
1263,190,0
1165,190,0
1065,190,0
293,222,1
213,222,1
114,222,1
14,222,1
1263,222,1
1165,222,1
1065,222,1
986,222,1
887,222,1
788,222,1
688,222,1
589,222,1
490,222,1
391,222,1
391,324,0
319,324,0
293,324,0
293,340,0
213,340,0
1065,340,0
986,340,0
1263,368,0
1165,368,0
1065,369,1
986,369,1
887,368,0
788,368,0
688,368,0
589,368,0
490,368,0
391,369,1
319,376,0
293,376,1
213,369,1
114,368,0
14,369,1
1065,424,0
986,424,1
887,424,1
788,424,1
688,424,1
589,424,1
490,424,1
391,424,1
293,424,1
213,424,0
213,450,1
114,450,1
14,450,1
1263,450,1
1165,450,1
1065,450,1
