Source,Target
0,45
0,4
1,2
1,113
1,47
1,32
2,3
2,49
2,33
3,51
3,34
4,5
4,12
5,6
5,45
5,13
6,7
6,107
6,14
7,8
7,108
8,9
8,109
8,16
9,110
9,17
10,11
10,111
10,21
11,112
11,18
12,13
12,22
13,14
13,23
14,15
14,24
15,16
15,26
16,17
16,27
17,20
18,19
18,21
18,56
19,113
19,53
20,21
20,28
21,59
22,23
22,29
23,24
23,30
24,25
25,26
25,31
26,27
26,40
27,28
27,35
28,36
29,30
29,37
30,31
30,38
31,39
32,33
32,53
32,48
33,34
33,50
34,52
35,36
35,40
35,66
36,62
37,38
37,44
38,39
38,82
39,40
39,73
40,70
41,57
41,55
41,54
42,57
42,60
43,70
43,73
44,82
45,95
45,105
46,108
46,99
47,94
47,49
48,50
48,55
49,51
50,52
53,54
53,56
54,57
55,58
56,57
56,59
57,58
58,61
59,60
59,62
60,61
60,63
61,65
62,63
62,66
63,64
63,67
64,65
64,68
65,69
66,67
66,70
67,68
67,71
68,69
69,72
70,71
71,72
71,74
72,75
73,76
73,74
74,75
74,77
75,78
76,77
76,79
77,78
77,80
78,81
79,80
79,82
80,81
80,83
81,84
82,83
82,84
85,86
85,95
86,87
86,96
87,88
87,97
88,89
88,98
89,90
89,99
90,91
90,100
91,92
91,101
92,93
92,102
93,94
93,103
94,104
95,96
96,97
96,105
97,98
97,106
98,99
98,107
99,100
100,101
100,109
101,102
101,110
102,103
102,111
103,112
103,104
104,113
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
