x,y,column
350,123,1
444,123,1
640,123,0
544,123,1
734,123,1
930,123,1
834,123,1
155,170,1
60,170,1
350,170,1
254,170,1
1219,170,1
1124,170,1
1025,170,1
930,170,1
930,226,0
834,226,1
785,226,0
734,226,1
640,226,0
544,226,1
495,226,0
444,226,1
350,226,0
60,273,0
204,273,0
155,273,1
350,273,0
254,273,1
930,273,0
1075,273,0
1025,273,1
1219,273,0
1124,273,1
350,330,1
495,330,1
640,330,1
930,330,1
785,330,1
350,377,0
204,377,1
60,377,1
930,377,0
1219,377,1
1075,377,1
930,457,1
785,457,1
640,457,1
495,457,1
350,457,1
350,504,1
204,504,1
60,504,1
1219,504,1
1075,504,1
930,504,1
