x,y,column
855,29,0
802,29,0
749,29,0
688,29,0
628,29,0
567,29,0
508,29,0
454,29,0
402,29,0
402,53,0
311,53,0
942,53,0
855,53,0
900,74,0
855,74,1
802,74,0
749,74,1
688,74,0
628,74,1
567,74,0
508,74,1
454,74,0
402,74,1
360,74,0
311,74,1
222,74,1
1035,74,1
985,74,0
942,74,1
360,108,0
311,108,0
855,108,0
826,108,0
802,108,0
778,108,0
749,108,0
720,108,0
688,108,0
657,108,0
628,108,0
603,108,0
567,108,0
532,108,0
508,108,0
479,108,0
454,108,0
423,108,0
402,108,0
985,108,0
942,108,0
900,108,0
311,135,0
222,135,0
1035,135,0
985,135,0
942,135,0
900,135,0
855,135,0
360,161,0
311,161,0
900,161,0
855,161,0
826,161,0
778,161,0
749,161,0
720,161,0
657,161,0
628,161,0
603,161,0
532,161,0
508,161,0
479,161,0
423,161,0
402,161,0
985,161,0
942,161,0
900,194,0
855,194,1
802,194,0
749,194,1
688,194,0
628,194,1
567,194,0
508,194,1
454,194,0
402,194,1
360,194,0
311,194,1
222,194,1
1035,194,1
985,194,0
942,194,1
360,222,0
311,222,0
985,237,0
942,237,0
942,260,0
900,260,0
855,260,0
802,260,0
749,260,0
688,260,0
628,260,0
567,260,0
508,260,0
454,260,0
402,260,0
360,260,0
311,260,0
222,260,0
985,280,0
942,280,0
1035,315,1
985,315,0
942,315,1
900,315,0
855,315,1
802,315,0
749,315,1
688,315,0
628,315,1
567,315,0
508,315,1
454,315,0
402,315,1
360,315,0
311,315,1
222,315,1
360,345,0
311,345,0
311,376,0
222,376,0
1035,376,0
985,376,0
942,376,0
900,376,0
855,376,0
802,376,0
749,376,0
688,376,0
628,376,0
567,376,0
508,376,0
454,376,0
402,376,0
360,408,0
311,408,0
1035,437,1
985,437,0
942,437,1
900,437,0
855,437,1
802,437,0
749,437,1
688,437,0
628,437,0
567,437,0
508,437,1
454,437,0
423,437,0
402,437,1
360,437,0
311,437,1
222,437,1
360,466,0
311,466,0
311,497,0
222,497,0
1035,497,0
985,497,0
942,497,0
900,497,0
855,497,0
802,497,0
749,497,0
688,497,0
628,497,0
567,497,0
508,497,0
454,497,0
423,497,0
402,497,0
360,528,0
311,528,0
508,528,0
454,528,0
402,528,0
1035,556,1
985,556,0
942,556,1
900,556,0
855,556,1
802,556,0
749,556,1
688,556,0
628,556,1
567,556,0
508,556,1
423,556,0
402,556,1
360,556,0
311,556,1
222,556,1
508,612,1
423,612,0
402,612,1
855,612,1
749,612,1
