Source,Target
0,1
0,10
0,18
1,2
1,12
2,3
2,21
3,4
3,22
4,11
5,6
5,36
6,7
6,14
7,8
7,24
8,9
8,13
9,10
9,16
10,17
11,23
12,19
13,15
14,26
15,16
15,25
16,17
16,29
17,18
17,30
18,19
18,31
19,20
20,21
20,32
21,22
21,33
22,23
22,34
23,35
24,25
24,27
25,28
26,27
26,37
27,28
27,38
28,29
28,40
29,30
30,31
31,32
32,33
32,43
33,34
34,35
35,46
36,37
36,59
37,38
37,60
38,39
38,61
39,40
39,47
40,41
40,49
41,42
41,52
42,43
42,53
43,44
43,55
44,45
44,56
45,46
45,57
46,58
47,48
47,62
48,49
48,50
49,51
50,51
50,62
51,52
51,65
52,53
53,54
54,55
54,66
55,56
55,67
56,57
56,68
57,58
57,69
58,70
59,60
59,63
60,61
60,64
61,62
63,64
64,65
65,66
66,67
67,68
67,71
68,69
68,72
69,70
69,73
70,74
71,72
71,75
72,73
72,76
73,74
73,77
74,78
75,76
76,77
77,78
