Source,Target
0,1
0,3
0,12
1,13
2,3
2,5
2,33
3,30
4,5
4,22
5,23
6,7
6,9
6,16
7,17
8,9
8,11
8,42
9,39
10,11
10,26
11,27
12,13
12,31
13,14
13,46
14,15
14,47
15,28
16,17
16,40
17,18
17,56
18,19
18,34
19,20
19,35
20,21
20,37
21,22
21,38
22,23
22,53
23,32
24,25
24,44
25,26
25,63
26,27
26,64
27,41
28,29
28,48
29,68
30,31
30,50
31,45
32,33
32,54
33,49
34,35
34,57
35,36
35,58
36,37
36,76
37,38
37,51
38,52
39,40
39,61
40,55
41,42
41,65
42,59
43,44
43,84
44,62
45,46
45,73
46,47
47,48
47,66
48,67
49,50
49,70
50,72
51,52
51,77
52,53
52,78
53,54
54,69
55,56
55,83
56,57
57,58
57,74
58,75
59,60
59,80
60,61
60,81
61,82
62,63
62,85
63,64
63,86
64,65
65,79
66,67
66,94
67,68
68,102
69,70
69,96
70,71
70,88
71,72
71,89
72,73
72,87
73,93
74,75
74,98
75,76
76,77
76,107
77,78
78,95
79,80
79,100
80,81
80,90
81,82
81,91
82,83
82,92
83,97
84,85
84,112
85,86
86,99
87,89
88,89
89,104
90,91
91,92
91,110
93,94
93,105
94,101
95,96
95,108
96,103
97,98
97,111
98,106
99,100
99,113
100,109
101,102
101,115
103,104
103,117
104,105
105,114
106,107
106,119
107,108
108,116
109,110
109,121
110,111
111,118
112,113
113,120
114,115
116,117
118,119
120,121
