x,y,column
1252,59,1
1153,59,1
1051,59,1
1010,59,0
846,59,1
642,59,1
439,59,1
275,59,0
234,59,1
193,59,0
33,59,1
1153,108,0
1051,108,0
1010,108,0
846,108,0
642,108,0
439,108,0
311,108,0
275,108,0
234,108,0
193,108,0
158,108,0
33,108,0
1252,189,0
1153,189,0
1051,189,0
1252,259,1
1153,259,1
1051,259,1
846,259,1
642,259,1
439,259,1
311,259,0
234,259,1
158,259,0
33,259,1
1252,330,1
1051,330,1
846,330,1
642,330,1
439,330,1
234,330,1
33,330,1
1051,481,0
1010,481,0
846,481,0
642,481,0
439,481,0
234,481,0
33,481,0
1252,528,1
1051,528,1
1010,528,0
846,528,1
642,528,1
439,528,1
234,528,1
33,528,1
439,597,1
234,597,1
