Source,Target
0,1
0,19
1,2
1,20
2,21
3,17
4,5
4,14
5,15
6,12
7,8
7,9
8,10
9,10
9,26
10,11
11,12
11,27
12,13
12,28
13,14
13,29
14,15
14,23
15,16
16,17
16,25
17,18
17,34
18,19
18,35
19,36
20,21
20,37
21,22
21,38
22,53
23,24
23,30
24,25
24,32
25,33
26,27
26,39
27,28
27,41
28,29
28,42
29,30
29,43
30,31
31,32
31,45
32,33
32,46
33,34
34,35
34,47
35,36
35,48
36,37
36,49
37,38
37,50
38,51
39,40
39,54
40,41
41,42
41,56
42,43
42,57
43,44
43,58
44,45
45,46
45,59
46,47
46,61
47,48
47,62
48,49
48,63
49,50
49,64
50,51
50,65
51,52
51,66
52,53
54,55
54,70
55,56
55,71
56,57
57,58
57,69
58,59
59,60
59,67
60,61
60,68
61,62
61,74
62,63
62,75
63,64
63,76
64,65
64,77
65,66
65,78
66,79
67,68
67,73
70,71
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
