Source,Target
0,1
0,6
1,2
1,11
2,3
3,4
3,12
4,7
5,6
5,14
6,9
7,8
7,20
8,33
9,10
9,16
10,11
10,17
11,12
11,18
12,19
13,14
13,21
14,15
15,16
15,22
16,17
17,18
17,28
18,19
18,30
19,20
20,32
21,22
21,25
22,26
23,24
23,45
24,46
25,26
25,35
26,27
26,37
27,28
27,38
28,29
29,30
29,39
30,31
30,40
31,32
32,33
32,43
33,44
34,35
34,53
35,36
36,37
36,55
37,38
37,57
38,39
38,58
39,40
39,59
40,41
41,42
42,43
42,63
43,44
43,77
44,45
44,49
45,46
45,50
46,47
46,51
47,52
48,49
48,71
49,50
49,72
50,51
51,52
51,82
52,83
53,54
54,55
54,68
55,56
55,69
56,57
56,70
57,58
58,59
58,85
59,60
59,73
60,61
60,64
61,62
61,65
62,63
62,66
63,67
64,65
64,74
65,66
66,67
66,75
67,76
68,69
68,95
69,70
70,84
71,72
71,78
72,79
73,74
73,85
73,86
74,75
74,87
75,76
76,77
76,89
77,78
78,79
78,91
79,80
80,81
80,93
81,82
81,94
82,83
84,85
84,96
85,97
86,87
86,104
87,88
87,105
88,89
88,106
89,90
90,91
90,116
91,92
92,93
92,98
93,94
93,99
94,101
95,96
96,97
98,99
98,107
99,100
99,109
100,101
100,110
101,102
102,111
103,104
103,112
104,105
105,106
105,113
106,108
107,109
107,117
108,113
108,115
109,110
109,118
110,111
111,125
112,113
112,119
113,114
114,115
114,120
115,116
115,121
116,117
116,122
117,118
117,123
118,124
119,120
120,121
121,122
122,123
123,124
124,125
