Source,Target
0,1
0,24
1,2
1,25
2,3
2,17
3,4
3,19
4,20
5,6
5,20
5,34
6,7
6,35
7,8
7,21
8,9
8,22
9,10
9,23
10,11
10,38
11,12
11,39
12,13
12,40
13,14
13,41
14,15
14,42
15,16
15,43
16,44
17,18
17,26
18,19
18,27
19,20
19,28
20,29
21,22
21,36
22,23
23,37
24,25
24,55
25,26
25,56
26,27
26,30
27,28
27,31
28,29
28,32
29,33
30,31
30,57
31,32
32,33
33,34
33,59
34,35
34,51
35,36
35,52
36,37
36,53
37,38
37,54
38,39
38,45
39,40
40,41
40,46
41,42
41,47
42,43
42,48
43,44
43,49
44,50
45,46
45,54
45,75
46,47
46,76
47,48
47,67
48,49
48,68
49,50
49,69
50,70
51,52
51,59
52,53
52,72
53,54
53,73
54,74
55,56
55,60
56,57
56,61
57,58
57,62
58,59
58,63
59,64
60,61
60,65
61,62
61,66
62,63
62,79
63,64
64,71
65,66
66,78
67,68
67,76
68,69
69,70
71,72
71,77
72,73
73,74
74,75
75,76
77,79
77,81
78,79
78,83
79,84
80,81
80,84
80,85
81,86
82,83
82,87
83,84
83,88
84,89
85,86
85,89
87,88
88,89
