x,y,column
1275,177,1
1257,177,0
1183,177,1
1070,177,0
999,177,0
923,177,0
852,177,0
740,177,1
646,177,0
553,177,1
440,177,0
368,177,0
293,177,0
222,177,0
109,177,1
50,177,0
35,177,0
16,177,1
293,199,1
222,199,0
109,199,1
1183,199,1
1070,199,0
999,199,1
923,199,1
852,199,0
740,199,1
646,199,0
553,199,1
440,199,0
368,199,1
16,271,1
109,271,0
50,271,1
35,271,1
1275,271,1
1257,271,1
1183,271,0
1183,292,0
1070,292,0
1033,292,1
999,292,0
923,292,0
889,292,1
852,292,0
740,292,0
646,292,1
553,292,0
440,292,0
403,292,1
368,292,0
293,292,0
259,292,1
222,292,0
109,292,0
1275,334,0
1257,334,0
1183,334,1
1070,334,1
1033,334,0
999,334,0
923,334,0
889,334,0
852,334,1
740,334,1
665,334,0
646,334,0
627,334,0
553,334,1
440,334,1
403,334,0
368,334,0
293,334,0
259,334,0
222,334,1
109,334,1
50,334,0
35,334,0
16,334,0
50,367,0
35,367,0
16,367,0
1275,412,0
1257,412,1
1183,412,1
1070,412,0
1033,412,0
999,412,0
923,412,0
889,412,0
852,412,0
740,412,1
665,412,1
627,412,1
553,412,1
440,412,0
403,412,0
368,412,0
293,412,0
259,412,0
222,412,0
109,412,1
50,412,0
35,412,1
440,467,1
403,467,0
368,467,1
293,467,1
259,467,0
222,467,1
1070,467,1
1033,467,0
999,467,1
923,467,1
889,467,0
852,467,1
