x,y,column
810,35,1
1071,35,1
995,35,1
522,117,1
622,117,1
585,117,1
1071,117,1
995,117,1
941,117,0
884,117,0
810,117,1
683,117,1
301,165,0
234,165,0
683,165,1
622,165,0
522,197,1
492,197,1
459,197,1
401,197,1
301,197,1
234,197,1
1071,197,1
995,197,0
941,197,1
884,197,0
810,197,1
683,197,1
622,197,0
810,265,0
683,265,1
657,265,0
622,265,0
585,265,1
522,265,1
459,265,1
401,265,1
301,265,1
301,297,1
234,297,1
1071,297,1
995,297,0
941,297,1
884,297,0
810,297,1
722,297,1
683,297,1
585,297,1
492,297,1
459,297,1
401,297,1
384,297,1
810,314,1
941,314,1
1071,374,0
995,374,0
941,374,0
884,374,0
810,374,0
754,374,1
722,374,0
683,374,0
622,374,1
560,374,1
492,374,0
459,374,0
436,374,1
420,374,1
384,374,1
301,374,1
234,374,1
810,479,0
754,479,1
683,479,0
622,479,1
560,479,1
492,479,0
436,479,1
420,479,1
892,479,0
941,479,1
989,479,0
810,586,1
754,586,1
683,586,0
622,586,0
560,586,1
492,586,0
420,586,1
1071,397,1
941,528,0
560,357,1
585,327,1
905,562,1
